OBJECTID,ELEVATION,HYDRANTID,FFW,LAT,LON
776.00000,318.53341,LEGN 2818,1965.00000,35.4675827,-79.2019216
777.00000,305.14092,BFCH 2804,2056.00000,35.4660744,-79.1996567
778.00000,336.20263,CRTH 1451,1889.00000,35.4611062,-79.1952993
779.00000,339.82946,CRTH 1540,1819.00000,35.4605551,-79.1966367
780.00000,341.96899,ABCN 1472,2382.00000,35.4609959,-79.2018734
781.00000,343.81305,ABCN 1496,2354.00000,35.4598840,-79.2017938
782.00000,333.82275,CRTH 1736,2410.00000,35.4581950,-79.2001212
783.00000,321.90218,KLRA 3473,2458.00000,35.4595112,-79.1997073
784.00000,347.49378,KLRA 3323,2326.00000,35.4597582,-79.2022166
785.00000,376.21245,KLRA 2347,2188.00000,35.4599731,-79.2058715
786.00000,438.30565,CRTH 1998,1729.00000,35.4515436,-79.2041237
787.00000,472.11107,CRTH 2198,1521.00000,35.4492601,-79.2093505
788.00000,476.46824,TYDL 5107,1486.00000,35.4485457,-79.2108329
789.00000,480.51425,CRTH 2306,1444.00000,35.4478522,-79.2119688
790.00000,359.17001,MLDC 2932,1694.00000,35.4639745,-79.1964909
791.00000,338.65870,MLDC 2859,1806.00000,35.4632884,-79.1973824
792.00000,354.95212,MLDC 2877,1729.00000,35.4633832,-79.1962060
793.00000,347.33712,MLDC 2871,1778.00000,35.4640236,-79.1973015
794.00000,321.22333,MLDC 2851,1965.00000,35.4628403,-79.1981881
795.00000,320.26736,MLDC 2800,1965.00000,35.4622797,-79.1977226
796.00000,319.77518,MLDC 2843,1972.00000,35.4617726,-79.1982448
797.00000,319.71349,MLDC 2757,1965.00000,35.4631115,-79.1984862
798.00000,316.00523,MLDC 2701,1993.00000,35.4638096,-79.1988834
799.00000,320.83341,MLDC 2649,1958.00000,35.4644119,-79.1982794
800.00000,318.91104,MLDC 2619,1979.00000,35.4648503,-79.1986403
801.00000,309.11854,MLDC 2692,2028.00000,35.4641761,-79.1996646
802.00000,308.89049,MLDC 2634,2042.00000,35.4650198,-79.1999288
803.00000,309.42020,MLDC 2618,2056.00000,35.4656001,-79.1995516
804.00000,316.50214,MLDC 2720,1972.00000,35.4654088,-79.1990412
805.00000,294.56203,WCKR 2201,2111.00000,35.4711974,-79.1993277
806.00000,326.94536,HGRD 237,1938.00000,35.4725736,-79.2001711
807.00000,327.12919,HGRD 217,1924.00000,35.4717873,-79.2003100
808.00000,321.55750,HGRD 310,1965.00000,35.4735523,-79.1998373
809.00000,310.82405,VLLG 308,2049.00000,35.4747091,-79.1990116
810.00000,306.15228,VLLG 270,2062.00000,35.4735139,-79.1992212
811.00000,306.56036,WCKR 1800,2097.00000,35.4724997,-79.1974209
812.00000,319.13842,NT,2146.00000,35.4687981,-79.1963170
813.00000,311.56898,NT,2118.00000,35.4698229,-79.1964113
814.00000,299.74530,33B-103,2125.00000,35.4722766,-79.1918947
815.00000,290.25500,WCKR 401,2153.00000,35.4722494,-79.1930760
816.00000,307.49317,ARBR 940,2090.00000,35.4729242,-79.1916855
817.00000,324.15037,FTTS 867,1986.00000,35.4743724,-79.1925135
818.00000,315.21308,PARK 340,2028.00000,35.4762423,-79.1919583
819.00000,308.32107,PARK 430,2069.00000,35.4759494,-79.1954537
820.00000,335.87697,PARK 244,1903.00000,35.4758487,-79.1905383
821.00000,338.01461,PARK 114,1889.00000,35.4755035,-79.1891552
822.00000,380.63316,33B-102,2021.00000,35.4735633,-79.1897165
823.00000,345.16638,WTFD 903,1833.00000,35.4745389,-79.1908854
824.00000,337.83978,CRBT 305,1861.00000,35.4771755,-79.1902315
825.00000,306.14388,SNST 614,2097.00000,35.4795929,-79.1893134
826.00000,354.11371,CRBT 362,1833.00000,35.4786439,-79.1923824
827.00000,289.30815,33B-83,2181.00000,35.4796215,-79.1878218
828.00000,321.74482,NVNC 100,2028.00000,35.4794699,-79.1838988
829.00000,319.28590,HLCR 148,2000.00000,35.4780856,-79.1864431
830.00000,297.86178,CRSS 534,2146.00000,35.4806344,-79.1881959
831.00000,305.27969,SMMT 523,2111.00000,35.4805166,-79.1872672
832.00000,312.02609,33B-,2069.00000,35.4801669,-79.1859199
833.00000,324.72435,SMMT 498,2007.00000,35.4804592,-79.1845330
834.00000,314.63166,NVNC 317,2062.00000,35.4820986,-79.1861005
835.00000,332.18828,WCHS 411,1944.00000,35.4827861,-79.1864996
836.00000,329.69892,WCHS 514,1993.00000,35.4820944,-79.1879380
837.00000,307.66598,WCHS 531,2104.00000,35.4813443,-79.1890120
838.00000,303.28850,WCHS 534,2104.00000,35.4813375,-79.1892811
839.00000,314.15711,WCHS 615,2042.00000,35.4802460,-79.1915724
840.00000,338.33854,PLMR 610,1896.00000,35.4802396,-79.1942570
841.00000,319.94370,PLMR 605,1986.00000,35.4812203,-79.1933375
842.00000,295.53023,PLMR 503,2160.00000,35.4817634,-79.1919714
843.00000,302.14832,DNDA 654,2139.00000,35.4824369,-79.1938383
844.00000,301.96531,DNDA 724,2111.00000,35.4830127,-79.1960146
845.00000,357.60094,WSHT 1539,1778.00000,35.4632934,-79.1785773
846.00000,353.96229,GARD 1492,1750.00000,35.4615675,-79.1790076
847.00000,378.54257,CLRK 1305,1562.00000,35.4611899,-79.1758492
848.00000,375.17343,CLRK 932,1597.00000,35.4617045,-79.1756991
849.00000,376.20846,WRSE 1008,1583.00000,35.4615101,-79.1738549
850.00000,354.86162,FLDS 436,1792.00000,35.4686548,-79.1819292
851.00000,342.06243,33B-67,1903.00000,35.4789186,-79.1794748
852.00000,350.07311,SHRN 121,1847.00000,35.4795127,-79.1799705
853.00000,340.70275,NHRN 307,1910.00000,35.4834383,-79.1833613
854.00000,335.17051,BRKN 244,1938.00000,35.4850621,-79.1847322
855.00000,335.90058,WWTS 507,1931.00000,35.4864585,-79.1841003
856.00000,334.31988,NSTL 601,1965.00000,35.4865934,-79.1842038
857.00000,342.91649,32O-72,1882.00000,35.4856224,-79.1855366
858.00000,358.97938,WWTS 399,1757.00000,35.4849102,-79.1868561
859.00000,345.96244,SPNG 634,1847.00000,35.4859966,-79.1899670
860.00000,326.99727,GRNT 362,1958.00000,35.4880487,-79.1929677
861.00000,303.68817,GRNT 333,2097.00000,35.4889388,-79.1929350
862.00000,348.59762,SPNG 802,1826.00000,35.4872587,-79.1935211
863.00000,315.66081,GRNT 389,2028.00000,35.4886090,-79.1932195
864.00000,309.48170,GRNT 399,2069.00000,35.4894031,-79.1937577
865.00000,314.12847,DGLS 1398,2042.00000,35.4893803,-79.1959150
866.00000,318.68132,32-D5,2014.00000,35.4884524,-79.1962597
867.00000,345.34329,BRKN 306,1944.00000,35.4847033,-79.1853883
868.00000,346.64142,BRKN 406,1861.00000,35.4841149,-79.1864134
869.00000,341.56926,BRKN 509,1896.00000,35.4834732,-79.1872898
870.00000,346.10579,NVNC 528,1847.00000,35.4843217,-79.1878133
871.00000,325.07121,BRKN 553,2028.00000,35.4827536,-79.1886100
872.00000,306.27880,BRKN 569,2090.00000,35.4820076,-79.1899210
873.00000,300.82379,BRKN 591,2167.00000,35.4815229,-79.1907934
874.00000,305.06713,WWTS 537,2104.00000,35.4828301,-79.1905563
875.00000,336.34052,WWTS 509,1917.00000,35.4839385,-79.1885788
876.00000,322.15216,NVNC 606,2000.00000,35.4843275,-79.1893094
877.00000,313.36309,WLNT 520,2062.00000,35.4838155,-79.1909818
878.00000,292.97197,BRIN 626,2167.00000,35.4826714,-79.1919319
879.00000,301.86984,MPLW 551,2132.00000,35.4839134,-79.1917676
880.00000,322.64437,NVNC 720,2000.00000,35.4854533,-79.1920663
881.00000,313.86997,NVNC 624,2056.00000,35.4847408,-79.1906591
882.00000,316.10716,NVNC 758,1993.00000,35.4859215,-79.1932284
883.00000,329.29834,BRIN 549,1986.00000,35.4848312,-79.1934008
884.00000,295.31545,BRIN 618,2181.00000,35.4832965,-79.1928112
885.00000,309.41311,SPWD820,2069.00000,35.4864161,-79.1954199
886.00000,298.28530,32-D3,2160.00000,35.4851898,-79.1953978
887.00000,291.72808,SPWD633,2174.00000,35.4836469,-79.1946804
888.00000,335.11394,SGLF 300,1951.00000,35.4803959,-79.1830571
889.00000,350.65611,GRDN 205,1861.00000,35.4812774,-79.1817550
890.00000,356.12082,CRTH 104,1812.00000,35.4799901,-79.1807218
891.00000,358.71401,SMMT 306,1785.00000,35.4817583,-79.1822198
892.00000,333.89118,NGLF 128,1951.00000,35.4810217,-79.1836331
893.00000,356.73415,NHRN 245,1799.00000,35.4825523,-79.1828695
894.00000,324.18545,NGLF 212,2000.00000,35.4822171,-79.1846388
895.00000,323.85476,WCHS 321,2000.00000,35.4833200,-79.1855314
896.00000,325.81376,CHSM 305,1986.00000,35.4840515,-79.1841968
897.00000,350.42656,NSTL 433,1847.00000,35.4856621,-79.1833791
898.00000,349.16975,NSTL 341,1840.00000,35.4848757,-79.1827174
899.00000,356.44039,WCHS 192,1847.00000,35.4849766,-79.1825937
900.00000,340.68431,NSTL 311,1910.00000,35.4833301,-79.1815069
901.00000,356.07866,NSTL 233,1812.00000,35.4824302,-79.1807815
902.00000,351.76798,NSTL 150,1847.00000,35.4820010,-79.1801457
903.00000,364.38683,SSTL 101,1764.00000,35.4806845,-79.1790379
904.00000,368.05283,SSTL 121,1729.00000,35.4802636,-79.1786828
905.00000,362.13247,WCKR 152,1736.00000,35.4794574,-79.1783289
906.00000,363.86359,SSTL 225,1757.00000,35.4788589,-79.1775015
907.00000,354.52531,SMRE 400,1806.00000,35.4773814,-79.1767077
908.00000,363.97934,SMRE 294,1764.00000,35.4792330,-79.1768482
909.00000,368.93392,SMRE 210,1722.00000,35.4799199,-79.1770928
910.00000,355.06293,BKER 622,1799.00000,35.4716685,-79.1782587
911.00000,358.47062,CRCH 513,1771.00000,35.4722747,-79.1791790
912.00000,354.63608,BYKN 809,1806.00000,35.4733609,-79.1788764
913.00000,333.66227,WSHT 901,1938.00000,35.4732345,-79.1776732
914.00000,361.34569,FLDS 736,1757.00000,35.4686724,-79.1771382
915.00000,389.77618,FLDS 910,1556.00000,35.4696845,-79.1742971
916.00000,386.61259,EVGR 473,1576.00000,35.4691741,-79.1748488
917.00000,379.60116,EVGR 457,1646.00000,35.4690825,-79.1734213
918.00000,366.89585,EVGR 441,1722.00000,35.4689863,-79.1722947
919.00000,358.07155,46A-86,1785.00000,35.4700659,-79.1722792
920.00000,360.08976,WDLD 844,1778.00000,35.4692361,-79.1711238
921.00000,327.34862,WSHT 805,1979.00000,35.4742688,-79.1773472
922.00000,335.70878,OFLW 713,1931.00000,35.4757099,-79.1775388
923.00000,336.12729,OFLW 730,1931.00000,35.4756740,-79.1766407
924.00000,357.20551,SSTL 717,1792.00000,35.4767944,-79.1766900
925.00000,352.21994,WALL 727,1833.00000,35.4766872,-79.1778456
926.00000,357.42350,MCVR 120,1840.00000,35.4804675,-79.1759456
927.00000,352.31748,MCVR 134,1861.00000,35.4807660,-79.1744747
928.00000,376.07308,MCVR 205,1715.00000,35.4814676,-79.1714911
929.00000,391.40702,MCVR 226,1625.00000,35.4818576,-79.1700159
930.00000,403.27122,MCVR 306,1549.00000,35.4821791,-79.1685426
931.00000,397.54034,MCVR 324,1611.00000,35.4824762,-79.1670040
932.00000,395.86953,MCVR 420,1618.00000,35.4826482,-79.1660084
933.00000,395.24704,MCVR 517,1618.00000,35.4828948,-79.1645170
934.00000,406.70707,MCVR 506,1556.00000,35.4832303,-79.1630489
935.00000,410.64442,MCVR 608,1444.00000,35.4836414,-79.1615761
936.00000,443.27653,SNLE 102,1208.00000,35.4849190,-79.1600480
937.00000,421.80974,CHRT 679,1417.00000,35.4847506,-79.1621132
938.00000,423.44778,CHRT 597,1444.00000,35.4844598,-79.1636262
939.00000,407.99691,CHRT 581,1535.00000,35.4841835,-79.1651188
940.00000,399.00327,45D-70,1597.00000,35.4837043,-79.1665588
941.00000,403.63758,CHRT 477,1618.00000,35.4836976,-79.1675957
942.00000,397.57766,SFTH 103,1583.00000,35.4832746,-79.1688792
943.00000,378.85681,NFRH 102,1736.00000,35.4832085,-79.1704006
944.00000,384.96092,301,1681.00000,35.4829302,-79.1718906
945.00000,378.41483,NSCD 221,1708.00000,35.4825858,-79.1734337
946.00000,356.94842,CHRT 205,1826.00000,35.4822921,-79.1749138
947.00000,360.05712,CHRT 123,1785.00000,35.4819391,-79.1767833
948.00000,358.11293,CHTH 124,1792.00000,35.4811796,-79.1766910
949.00000,363.23208,SMRE 105,1757.00000,35.4812589,-79.1780016
950.00000,350.24393,NFRT 114,1854.00000,35.4834165,-79.1752942
951.00000,340.75213,NFRT 240,1854.00000,35.4846745,-79.1756531
952.00000,344.62659,TLLY 248,1868.00000,35.4880136,-79.1749848
953.00000,377.48552,LNDN 231,1694.00000,35.4871447,-79.1745546
954.00000,356.15017,TMPL 210,1875.00000,35.4859282,-79.1752553
955.00000,376.15901,TMPL 296,1660.00000,35.4863392,-79.1731723
956.00000,381.38921,TMPL 336,1701.00000,35.4866278,-79.1716318
957.00000,390.59025,NFTH 311,1715.00000,35.4869332,-79.1700793
958.00000,399.01048,NRTH 322,1625.00000,35.4858814,-79.1695117
959.00000,388.87653,NSXT 285,1674.00000,35.4861092,-79.1682668
960.00000,399.93299,NRTH 511,1583.00000,35.4864032,-79.1669549
961.00000,397.82694,NRTH 579,1632.00000,35.4866403,-79.1657867
962.00000,412.10363,NRTH 680,1556.00000,35.4869258,-79.1643306
963.00000,428.62768,NTNT 281,1354.00000,35.4871379,-79.1627930
964.00000,438.55440,NTNT 199,1264.00000,35.4858888,-79.1623834
965.00000,445.65352,MDLD 205,1188.00000,35.4862217,-79.1614534
966.00000,448.39446,MDLD 539,1174.00000,35.4861822,-79.1609218
967.00000,435.32022,ELVH 269,1333.00000,35.4879309,-79.1611387
968.00000,428.47610,LWRM 326,1368.00000,35.4884720,-79.1608943
969.00000,410.18239,LWRM 452,1521.00000,35.4902555,-79.1588861
970.00000,388.77545,LWRM 620,1694.00000,35.4925837,-79.1538446
971.00000,422.81306,NEGT 141,3521.00000,35.4852985,-79.1653949
972.00000,410.90238,NSVN 205,1514.00000,35.4852268,-79.1669943
973.00000,363.99164,STHD 203,1826.00000,35.4841531,-79.1725142
974.00000,358.62160,NSCD 200,1882.00000,35.4839152,-79.1738223
975.00000,393.52226,NFRH 316,1632.00000,35.4855825,-79.1711439
976.00000,382.85311,NFTH 415,1681.00000,35.4882978,-79.1704990
977.00000,362.23426,LNDN 325,1819.00000,35.4880962,-79.1714752
978.00000,386.31559,EWTS 397,1653.00000,35.4887334,-79.1706846
979.00000,361.24546,EWTS 225,1799.00000,35.4889018,-79.1755235
980.00000,368.69484,EWTS 285,1736.00000,35.4904383,-79.1743345
981.00000,366.00560,EWTS 293,1771.00000,35.4891328,-79.1739526
982.00000,367.35791,EWTS 222,1736.00000,35.4881262,-79.1793553
983.00000,370.31904,HWKN 160,1715.00000,35.4868851,-79.1796218
984.00000,362.67022,HWKN 106,1764.00000,35.4856957,-79.1792646
985.00000,372.41101,HWKN 97,1694.00000,35.4842816,-79.1787764
986.00000,370.29414,HWKN 41,1715.00000,35.4831955,-79.1780985
987.00000,364.60257,NMRE 129,1764.00000,35.4819649,-79.1788087
988.00000,366.27432,NMRE 207,1743.00000,35.4826296,-79.1794101
989.00000,352.90055,NMRE 241,1840.00000,35.4833956,-79.1800036
990.00000,354.24689,ECHS 106,1819.00000,35.4852399,-79.1816070
991.00000,354.75629,ECHS 173,1819.00000,35.4854023,-79.1806442
992.00000,355.02086,CRBO 475,1812.00000,35.4874601,-79.1817166
993.00000,349.89733,ECHS 181,1854.00000,35.4861426,-79.1775044
994.00000,355.60302,EBFL 303,1806.00000,35.4846006,-79.1774543
995.00000,447.43882,CHRT 751,1188.00000,35.4852809,-79.1593373
996.00000,437.40961,NT,1299.00000,35.4856929,-79.1574345
997.00000,404.20797,FFTN 1007,1569.00000,35.4860136,-79.1556818
998.00000,407.98399,45D-56,1549.00000,35.4868339,-79.1546124
999.00000,443.31192,MTHW 200,1236.00000,35.4841960,-79.1587242
1000.00000,435.00051,SCTT 699,1285.00000,35.4839174,-79.1581742
1001.00000,430.47634,SNLE 343,1333.00000,35.4838167,-79.1572127
1002.00000,422.09541,SNLE 509,1403.00000,35.4831904,-79.1544511
1003.00000,398.35769,FRY 65,1597.00000,35.4820051,-79.1512043
1004.00000,406.25099,SHRE 200,1583.00000,35.4819431,-79.1532222
1005.00000,415.68324,SNLE 703,1451.00000,35.4830071,-79.1514103
1006.00000,406.97516,45C-6,1556.00000,35.4836581,-79.1500388
1007.00000,422.33108,45C-13,1417.00000,35.4857915,-79.1481759
1008.00000,400.76536,RGST 132,1576.00000,35.4868404,-79.1494029
1009.00000,396.21054,TEW 2008,1625.00000,35.4871538,-79.1491381
1010.00000,380.86318,45C-10,1715.00000,35.4874679,-79.1502039
1011.00000,365.76524,GRVE 111,1847.00000,35.4866491,-79.1511957
1012.00000,397.51285,GRVE 203,1611.00000,35.4857993,-79.1501962
1013.00000,402.83646,GRVE 297,1437.00000,35.4849161,-79.1491780
1014.00000,415.73895,45C-14,1458.00000,35.4867124,-79.1469714
1015.00000,424.04469,45D-62,1361.00000,35.4821189,-79.1584051
1016.00000,423.86686,SCTT 647,1361.00000,35.4823373,-79.1584857
1017.00000,416.66032,SCTT 603,1444.00000,35.4810534,-79.1587759
1018.00000,419.08080,MTHW 607,1424.00000,35.4814344,-79.1604306
1019.00000,425.64748,MTHW 608,1368.00000,35.4821441,-79.1600552
1020.00000,427.43076,MTHW 622,1292.00000,35.4827321,-79.1597617
1021.00000,358.60867,MRKT 227,1840.00000,35.4797516,-79.1734897
1022.00000,359.37351,CHTH 322,1799.00000,35.4785752,-79.1753718
1023.00000,360.38863,CHTH 405,1778.00000,35.4778390,-79.1747303
1024.00000,373.83294,CHTH 471,1708.00000,35.4762215,-79.1733193
1025.00000,377.54400,SMRE 602,1688.00000,35.4757956,-79.1735575
1026.00000,361.00292,NT,1799.00000,35.4777114,-79.1752012
1027.00000,357.41945,WDDL 409,1826.00000,35.4771348,-79.1759500
1028.00000,364.54818,NT,1771.00000,35.4757373,-79.1748071
1029.00000,377.96921,SMRE 618,1681.00000,35.4747712,-79.1723920
1030.00000,356.24956,MGNL 602,1840.00000,35.4741858,-79.1747483
1031.00000,358.08549,NL 615,1806.00000,35.4736226,-79.1738501
1032.00000,350.02050,NT,1847.00000,35.4732094,-79.1733597
1033.00000,332.73586,33B-32,1965.00000,35.4737863,-79.1757150
1034.00000,354.74348,NT,1833.00000,35.4737245,-79.1727857
1035.00000,358.14121,MGNL 705,1826.00000,35.4730861,-79.1722322
1036.00000,366.51502,MGNL 717,1743.00000,35.4732224,-79.1711218
1037.00000,379.39837,CHTH 689,1688.00000,35.4742638,-79.1712552
1038.00000,379.81291,CHTH 737,1729.00000,35.4734584,-79.1702283
1039.00000,380.45108,CHTH 815,1681.00000,35.4727713,-79.1693551
1040.00000,387.97286,46A-33,1590.00000,35.4711248,-79.1683407
1041.00000,376.30513,GLDB 505,1736.00000,35.4766274,-79.1687120
1042.00000,384.40675,SFTH 611,1729.00000,35.4767591,-79.1670057
1043.00000,388.81973,SSVT 597,1625.00000,35.4774583,-79.1645379
1044.00000,421.34912,GLDB 1021,1500.00000,35.4771281,-79.1616971
1045.00000,400.53995,GLDB 1259,1562.00000,35.4765378,-79.1588806
1046.00000,404.73369,GLDB 1473,1521.00000,35.4762777,-79.1575044
1047.00000,410.09986,GLDB 1523,1500.00000,35.4761803,-79.1566152
1048.00000,357.25351,HKRY 205,1875.00000,35.4784502,-79.1724408
1049.00000,367.09868,NT,1799.00000,35.4787709,-79.1707097
1050.00000,369.46570,SFRH 401,1799.00000,35.4790429,-79.1692739
1051.00000,388.59360,HKRY 327,1681.00000,35.4794989,-79.1679581
1052.00000,398.42181,HKRY 443,1583.00000,35.4800087,-79.1652580
1053.00000,402.45224,HKRY 545,1542.00000,35.4802457,-79.1639477
1054.00000,416.63281,OKWD 535,1444.00000,35.4804125,-79.1631443
1055.00000,421.77306,OKWD 637,1396.00000,35.4816740,-79.1622612
1056.00000,397.03195,NT,1604.00000,35.4815965,-79.1641880
1057.00000,379.67067,45D-71,1722.00000,35.4812779,-79.1658546
1058.00000,374.60770,MPLE 397,1736.00000,35.4807737,-79.1683830
1059.00000,384.62688,SFRH 305,1681.00000,35.4803028,-79.1695958
1060.00000,383.82259,THRD 293,1681.00000,35.4802585,-79.1711407
1061.00000,365.74424,46A-45,1799.00000,35.4774574,-79.1703509
1062.00000,382.00310,SFRH 415,1688.00000,35.4779333,-79.1689446
1063.00000,396.99851,OKWD 357,1611.00000,35.4781942,-79.1675711
1064.00000,404.07116,NT,1535.00000,35.4785571,-79.1648463
1065.00000,417.37889,CNNN 511,1417.00000,35.4788450,-79.1626358
1066.00000,410.58219,CNNN 619,1493.00000,35.4784791,-79.1611206
1067.00000,396.03648,NT,1604.00000,35.4757932,-79.1622504
1068.00000,391.70274,BARS 515,1632.00000,35.4752862,-79.1591341
1069.00000,408.67072,NT,1507.00000,35.4747748,-79.1567858
1070.00000,409.41550,COBB 915,1493.00000,35.4764169,-79.1549419
1071.00000,384.79340,FRTR 432,1688.00000,35.4757003,-79.1544972
1072.00000,393.55062,FRTR 565,1632.00000,35.4765246,-79.1536057
1073.00000,414.07349,BARS 627,1521.00000,35.4783341,-79.1584376
1074.00000,410.74404,BARS 615,1479.00000,35.4773233,-79.1586733
1075.00000,417.74920,BRGG 711,1451.00000,35.4775357,-79.1564892
1076.00000,416.58139,BRGG 495,1444.00000,35.4792273,-79.1569249
1077.00000,406.53639,NT,1521.00000,35.4738349,-79.1568820
1078.00000,375.87206,NT,1653.00000,35.4744571,-79.1624796
1079.00000,370.82792,NT,1764.00000,35.4737579,-79.1632668
1080.00000,389.79642,NT,1653.00000,35.4751352,-79.1629144
1081.00000,371.30027,SFTH 1019,1771.00000,35.4741808,-79.1644052
1082.00000,289.83484,ERSE 439,1764.00000,35.4732691,-79.1645838
1083.00000,357.47675,EMKP 241,1764.00000,35.4736353,-79.1664133
1084.00000,414.76911,BRGG 867,2000.00000,35.4718219,-79.1555423
1085.00000,405.14026,AMHT 825,2076.00000,35.4733952,-79.1542805
1086.00000,401.24527,NT,2132.00000,35.4739386,-79.1522503
1087.00000,420.70681,BRGG 1319,1965.00000,35.4703250,-79.1534756
1088.00000,426.66458,BRGG 1616,1924.00000,35.4683992,-79.1521164
1089.00000,426.86070,NASH 1786,1931.00000,35.4684052,-79.1503366
1090.00000,438.39306,NASH 1850,1847.00000,35.4686486,-79.1483639
1091.00000,338.50707,CWDR 704,1979.00000,35.4771359,-79.1436355
1092.00000,351.33898,CWTR 1617,1972.00000,35.4771751,-79.1422537
1093.00000,381.72377,LKHL 2100,1701.00000,35.4767677,-79.1414362
1094.00000,345.65067,LKHL 96,1951.00000,35.4785960,-79.1402261
1095.00000,347.11615,CWDR 1379,1972.00000,35.4794457,-79.1386898
1096.00000,317.29523,CWDR 1525,2083.00000,35.4821833,-79.1382436
1097.00000,333.14675,RSSL 777,2021.00000,35.4827110,-79.1383017
1098.00000,326.72931,RSSL 753,2028.00000,35.4831796,-79.1379943
1099.00000,362.80777,RSSL 701,2028.00000,35.4843784,-79.1373065
1100.00000,325.79326,CWDR 1319,2076.00000,35.4828138,-79.1413184
1101.00000,416.92784,BRGG 1611,1979.00000,35.4663275,-79.1515791
1102.00000,416.74897,NT,1979.00000,35.4660567,-79.1518065
1103.00000,410.15739,NT,2014.00000,35.4658633,-79.1529260
1104.00000,402.61760,SHRN 1923,2049.00000,35.4651344,-79.1535588
1105.00000,414.16184,BRGG 1774,1993.00000,35.4646280,-79.1514063
1106.00000,412.27287,BRGG 1780,1993.00000,35.4646791,-79.1509943
1107.00000,416.19471,BRGG 1824,1993.00000,35.4641046,-79.1504720
1108.00000,362.61690,NT,1826.00000,35.4764238,-79.1700510
1109.00000,368.16495,GRAY 133,1771.00000,35.4734483,-79.1684339
1110.00000,390.98164,NT,1604.00000,35.4725397,-79.1673494
1111.00000,389.40237,46A-29,1604.00000,35.4706055,-79.1637209
1112.00000,399.21945,NT,2076.00000,35.4700945,-79.1627014
1113.00000,395.92444,CRTL 102,2097.00000,35.4693769,-79.1613540
1114.00000,397.74289,46A-22,2097.00000,35.4680595,-79.1589634
1115.00000,377.29883,NT,2139.00000,35.4687635,-79.1597427
1116.00000,373.06069,EGDN 229,1667.00000,35.4714124,-79.1630725
1117.00000,387.04118,ERSE 129,1632.00000,35.4718617,-79.1657369
1118.00000,397.15799,ELM 1103,1507.00000,35.4690752,-79.1675725
1119.00000,395.59100,ELM 1013,1514.00000,35.4693990,-79.1681514
1120.00000,391.27522,ELM 1003,1562.00000,35.4698562,-79.1691268
1121.00000,384.69865,SHRN 916,1604.00000,35.4704784,-79.1689114
1122.00000,367.53166,46A-90,1722.00000,35.4689202,-79.1701077
1123.00000,391.15330,46A-15,1562.00000,35.4679918,-79.1687092
1124.00000,415.50802,46A-17,1431.00000,35.4684504,-79.1666264
1125.00000,409.69808,ELM 1200,1375.00000,35.4679656,-79.1657449
1126.00000,395.64694,SHRN 1108,2083.00000,35.4694520,-79.1658038
1127.00000,410.76945,WMCN 303,2007.00000,35.4673245,-79.1645955
1128.00000,432.77242,ELM 1502,1875.00000,35.4666556,-79.1632523
1129.00000,423.64773,ELM 1518,1965.00000,35.4660908,-79.1621282
1130.00000,406.24006,BRCH 208,2035.00000,35.4670250,-79.1613248
1131.00000,429.41609,ELM 1612,1868.00000,35.4654032,-79.1608080
1132.00000,441.12010,HGHS 308,1819.00000,35.4643797,-79.1594922
1133.00000,419.26373,LEAV 10,1944.00000,35.4651952,-79.1583391
1134.00000,455.57104,WDLD 1795,1708.00000,35.4637612,-79.1605394
1135.00000,451.02812,HGHS 450,1764.00000,35.4623428,-79.1616163
1136.00000,460.14036,CMBL 1704,1667.00000,35.4625694,-79.1632326
1137.00000,461.43538,604,1667.00000,35.4625978,-79.1634039
1138.00000,456.39098,GLDS 522,1729.00000,35.4634724,-79.1632349
1139.00000,445.35242,CHFN 1716,1778.00000,35.4608682,-79.1621648
1140.00000,463.94023,CHFN 1704,1653.00000,35.4612163,-79.1636290
1141.00000,482.13581,CHFN 1606,1507.00000,35.4614884,-79.1647884
1142.00000,449.09250,HGHS 624,1750.00000,35.4597826,-79.1625129
1143.00000,439.86451,ODML 637,1812.00000,35.4599191,-79.1606578
1144.00000,434.61918,ODML 601,1847.00000,35.4602482,-79.1594247
1145.00000,456.66838,HRKY 545,1660.00000,35.4586372,-79.1626574
1146.00000,462.20619,NT,1639.00000,35.4586833,-79.1639294
1147.00000,462.42706,NT,1639.00000,35.4585505,-79.1647459
1148.00000,461.82067,NT,1660.00000,35.4592319,-79.1648313
1149.00000,443.16593,GLDS 760,1729.00000,35.4596031,-79.1642224
1150.00000,451.27589,GYST 1103,1722.00000,35.4568466,-79.1634945
1151.00000,445.45352,GYST 1039,1785.00000,35.4557867,-79.1638871
1152.00000,443.38417,GYST 1133,1792.00000,35.4562163,-79.1628404
1153.00000,460.55945,KNAN 2001,1681.00000,35.4578921,-79.1632425
1154.00000,451.27061,MCKZ 803,1743.00000,35.4578151,-79.1619449
1155.00000,457.11946,NT,1667.00000,35.4576533,-79.1609434
1156.00000,443.07459,MBRK 2100,1778.00000,35.4563635,-79.1612121
1157.00000,449.05397,HRKY 523,1778.00000,35.4587410,-79.1596194
1158.00000,440.40634,NT,1840.00000,35.4590029,-79.1573370
1159.00000,468.93467,CRTL 915,1625.00000,35.4581055,-79.1659765
1160.00000,476.35824,HRKY 585,1549.00000,35.4582834,-79.1669136
1161.00000,499.39142,HRKY 739,1451.00000,35.4585864,-79.1680901
1162.00000,489.36434,HRKY 1028,1451.00000,35.4587013,-79.1685816
