OBJECTID,ELEVATION,HYDRANTID,FFW,LAT,LON
1.00000,321.54442,ERWN 758,1931.00000,35.4744848,-79.2028901
2.00000,336.46229,STRT801,1868.00000,35.4767654,-79.2033105
3.00000,308.52949,STRT811,2035.00000,35.4778817,-79.2019052
4.00000,329.10898,CRBT 1706,1903.00000,35.4797260,-79.2037276
5.00000,342.93258,MCLD 2211,1806.00000,35.4766929,-79.2056805
6.00000,351.85671,MCLD 2417,1757.00000,35.4760616,-79.2079678
7.00000,361.48099,MCLD 764,1840.00000,35.4743607,-79.2087282
8.00000,372.13482,CLNL 2285,1611.00000,35.4761475,-79.2098457
9.00000,369.32381,NFRK 882,1625.00000,35.4770087,-79.2087636
10.00000,364.50597,HMTN 2051,1660.00000,35.4780737,-79.2081541
11.00000,361.45654,HMTN 1959,1694.00000,35.4780244,-79.2065420
12.00000,348.27735,NCUR 704,1778.00000,35.4780339,-79.2054367
13.00000,306.03303,32D-26,2049.00000,35.4812371,-79.2024521
14.00000,307.15680,PRWY 1620,2035.00000,35.4804822,-79.2025995
15.00000,379.94241,DPRD 4266,1625.00000,35.5933003,-79.1460707
16.00000,321.21240,ODCR 1630,1979.00000,35.4805001,-79.2030984
17.00000,305.18676,PRWY 1600,2021.00000,35.4811495,-79.2015008
18.00000,290.24173,FLSP 1029,2076.00000,35.4817760,-79.2011088
19.00000,285.74063,FLSP 953,2076.00000,35.4826605,-79.2014812
20.00000,289.10323,CRVW 1152,2056.00000,35.4820583,-79.2020830
21.00000,288.62077,FLSP 913,2042.00000,35.4831401,-79.2022647
22.00000,306.49689,WLKN923,2042.00000,35.4830099,-79.2030744
23.00000,305.69209,WLKN911,2056.00000,35.4820836,-79.2028390
24.00000,287.33355,WLKN939,2146.00000,35.4840188,-79.2033255
25.00000,285.64311,32-D22,2139.00000,35.4855450,-79.2036847
26.00000,282.10877,SPNG1202,2194.00000,35.4881080,-79.2036210
27.00000,286.92075,RBPL 06,2167.00000,35.4849055,-79.2025883
28.00000,297.61661,32-D11,2118.00000,35.4840761,-79.2014392
29.00000,308.78775,RBPL 02,2049.00000,35.4843700,-79.1989180
30.00000,298.53119,RBPL 01,2097.00000,35.4850589,-79.1991642
31.00000,292.21936,SPNG 1005,2146.00000,35.4873908,-79.1992826
32.00000,283.61850,SPNG1002,2188.00000,35.4877300,-79.2000428
33.00000,273.25891,SPNG1130,2229.00000,35.4879341,-79.2019834
34.00000,287.82791,32-D13,2167.00000,35.4856091,-79.2017736
35.00000,300.27157,32-D10,2090.00000,35.4843796,-79.2005664
36.00000,285.46511,PLZA1351,2201.00000,35.4898954,-79.2001202
37.00000,286.07689,PLZA1351,2194.00000,35.4888222,-79.2004506
38.00000,284.13827,PLZA1333,2174.00000,35.4884626,-79.2007337
39.00000,311.39594,DGLS 1589,2083.00000,35.4914666,-79.1969895
40.00000,326.83173,DGLS 1847,1993.00000,35.4950512,-79.1978462
41.00000,333.61570,DGLS 1801,1917.00000,35.4959074,-79.1989899
42.00000,313.83273,NHRN 1226,2042.00000,35.4975345,-79.1983579
43.00000,285.83038,NHRN 1400,2188.00000,35.4990809,-79.2006303
44.00000,286.41071,CMFT 1396,2194.00000,35.4993628,-79.2043660
45.00000,316.54377,32A-28,1993.00000,35.5031292,-79.2091993
46.00000,327.23559,NT,1889.00000,35.5014005,-79.2094743
47.00000,291.60580,NHRN 1562,2215.00000,35.5021988,-79.2049272
48.00000,279.31813,WLKN2710,2215.00000,35.5043028,-79.2050460
49.00000,269.28790,WLKN2740,2285.00000,35.5047890,-79.2038347
50.00000,285.34063,LNDP 112,2181.00000,35.5055121,-79.2072414
51.00000,288.08844,INDP 220,2167.00000,35.5067836,-79.2082235
52.00000,281.95957,HRMT 1200,2188.00000,35.4887260,-79.2057109
53.00000,302.66912,HRMT 1306,2062.00000,35.4882957,-79.2072623
54.00000,365.47362,SPNG 1698,1653.00000,35.4865326,-79.2103574
55.00000,360.16195,SPNG 1792,1674.00000,35.4874632,-79.2124706
56.00000,360.95584,SPNG 1812,1660.00000,35.4883643,-79.2144027
57.00000,315.49090,BRCL 1600,1986.00000,35.4890814,-79.2110097
58.00000,348.25315,32D-61,1771.00000,35.4900707,-79.2131761
59.00000,338.97573,WNML1520,1812.00000,35.4915983,-79.2120727
60.00000,315.68239,LDAS 1512,1951.00000,35.4910988,-79.2110409
61.00000,338.35215,VNCN 1508,1854.00000,35.4916263,-79.2108400
62.00000,320.31609,BRTD 1409,1986.00000,35.4900795,-79.2069582
63.00000,346.01740,WLKN1731,1799.00000,35.4915529,-79.2070959
64.00000,291.42161,BRCL 1511,2132.00000,35.4894830,-79.2087385
65.00000,366.50478,PLTT 2144,1611.00000,35.4883909,-79.2154780
66.00000,355.31643,ATMN 1945,1715.00000,35.4876401,-79.2166295
67.00000,355.39775,PLTT 2135,1736.00000,35.4872443,-79.2156430
68.00000,346.94428,SDDW 1801,1764.00000,35.4870866,-79.2144828
69.00000,305.75867,32-D19,2042.00000,35.4899519,-79.2041876
70.00000,344.27051,WLKN1719,1910.00000,35.4909114,-79.2058047
71.00000,345.65447,WLKN1909,1792.00000,35.4934242,-79.2092338
72.00000,343.80434,WLKN1911,1806.00000,35.4946440,-79.2099979
73.00000,333.09138,BKWD 2431,1861.00000,35.4993137,-79.2101481
74.00000,343.92553,WLKN2203,1806.00000,35.4970697,-79.2100840
75.00000,304.09913,PNKL 601,2062.00000,35.4974032,-79.2060148
76.00000,331.52054,PNKL 608,1896.00000,35.4972360,-79.2076726
77.00000,336.64471,PNKL 618,1826.00000,35.4971221,-79.2086567
78.00000,333.32499,VLLY 400,1882.00000,35.5018338,-79.2105185
79.00000,320.65091,32A-29,1958.00000,35.5034509,-79.2099043
80.00000,319.34722,32A-30,1972.00000,35.5038328,-79.2117666
81.00000,300.14117,32A-31,2104.00000,35.5040199,-79.2132632
82.00000,283.47502,32A-34,2132.00000,35.5028267,-79.2140578
83.00000,320.57448,32A-33,2014.00000,35.5028522,-79.2125715
84.00000,323.96099,32A-32,1917.00000,35.5029783,-79.2111237
85.00000,294.77481,32A-36,2042.00000,35.5018250,-79.2125911
86.00000,296.85486,VLLY  504,2146.00000,35.5017138,-79.2155036
87.00000,282.98668,22B 18,2174.00000,35.5019571,-79.2194781
88.00000,309.01910,22B-15,2042.00000,35.5026985,-79.2213606
89.00000,373.11846,CLSG 1902,1639.00000,35.5044237,-79.2272875
90.00000,317.93790,22B-40,1965.00000,35.5008610,-79.2246264
91.00000,337.66771,22B-39,1854.00000,35.5011235,-79.2262351
92.00000,371.22592,CLSG 1519,1604.00000,35.5016818,-79.2281642
93.00000,313.90957,22B-16,1958.00000,35.5010700,-79.2224117
94.00000,351.81088,22B-35,1715.00000,35.4999261,-79.2239765
95.00000,327.54992,22B-17,1819.00000,35.4991177,-79.2230333
96.00000,326.98977,WNML 2024,1924.00000,35.4936748,-79.2065144
97.00000,274.87986,BTYW 915,2125.00000,35.4957840,-79.2069948
98.00000,313.51342,BKWD 2179,1986.00000,35.4961538,-79.2117784
99.00000,296.81259,BKWD 2345,2097.00000,35.4995268,-79.2123947
100.00000,338.97940,BKWD 2513,1854.00000,35.4993481,-79.2083720
101.00000,327.74407,LKLD 2438,1931.00000,35.5001768,-79.2157491
102.00000,312.62491,LKLD 2236,1993.00000,35.4989398,-79.2156052
103.00000,325.09870,LKLD 2193,1986.00000,35.4965429,-79.2166081
104.00000,336.52875,HLDY 1870,1840.00000,35.4962305,-79.2185162
105.00000,370.31829,22B-25,1757.00000,35.4980954,-79.2193295
106.00000,349.35589,22B-24,1750.00000,35.4971171,-79.2187775
107.00000,342.32403,HLDY 1912,1806.00000,35.4972857,-79.2226027
108.00000,367.45464,TMBN 1607,1625.00000,35.4986313,-79.2244268
109.00000,369.70461,TMBN 2211,1583.00000,35.4988141,-79.2273235
110.00000,377.00855,VNTG 1709,1549.00000,35.4982442,-79.2262453
111.00000,359.28098,ASFD 2146,1667.00000,35.4997698,-79.2255025
112.00000,349.70607,JSNY 2014,1757.00000,35.4975855,-79.2252034
113.00000,351.12316,JSNY 2101,1729.00000,35.4965516,-79.2252254
114.00000,350.90874,JSNY 2109,1736.00000,35.4951695,-79.2257472
115.00000,371.11235,CLSG 1505,1590.00000,35.4960969,-79.2286519
116.00000,370.50585,22B 41,1653.00000,35.4960483,-79.2304031
117.00000,355.82247,STHN 2124,1694.00000,35.4958201,-79.2316695
118.00000,355.42781,22B-43,1743.00000,35.4954923,-79.2333624
119.00000,363.89532,22B-44,1653.00000,35.4956849,-79.2349739
120.00000,350.63515,22A-2,1743.00000,35.4956043,-79.2365458
121.00000,354.63166,22A-3,1812.00000,35.4960562,-79.2378490
122.00000,337.49781,22A-4,1840.00000,35.4964434,-79.2388696
123.00000,368.50909,CLMB 1609,1625.00000,35.4930076,-79.2257822
124.00000,349.39453,CLMB 1731,1910.00000,35.4941412,-79.2245215
125.00000,353.99636,PAUL 2012,1778.00000,35.4956772,-79.2232763
126.00000,360.21547,CLMB 1567,1708.00000,35.4916761,-79.2263595
127.00000,354.15496,LDAS 2376,1715.00000,35.4906777,-79.2258083
128.00000,356.07423,LDAS 2372,1729.00000,35.4911590,-79.2244916
129.00000,322.58604,LDAS 1712,1958.00000,35.4925373,-79.2143374
130.00000,323.91461,PSWK 1809,1938.00000,35.4913407,-79.2148676
131.00000,333.87415,LRKS 2001,1861.00000,35.4919956,-79.2171284
132.00000,299.02613,LDAS 1832,2062.00000,35.4937953,-79.2159136
133.00000,312.65805,GRMY 1503,1986.00000,35.4950258,-79.2151570
134.00000,324.62089,GRMY 1410,1833.00000,35.4959729,-79.2136787
135.00000,356.84372,32D-35,1743.00000,35.4929243,-79.2109159
136.00000,327.80028,LDAS 1904,1903.00000,35.4939421,-79.2182352
137.00000,337.69169,CRMY 1897,1833.00000,35.4935904,-79.2197710
138.00000,392.11476,LDAS 2150,1674.00000,35.4925253,-79.2226842
139.00000,366.64657,LARL 2407,1632.00000,35.4900948,-79.2224820
140.00000,358.57158,CRMY 1759,1694.00000,35.4920333,-79.2214449
141.00000,370.28082,CRMY 1415,1597.00000,35.4874100,-79.2216318
142.00000,375.94622,22C-41,1562.00000,35.4882980,-79.2219168
143.00000,377.12707,CRBY 1916,1597.00000,35.4890227,-79.2202022
144.00000,336.44605,PLTT 1914,1903.00000,35.4861811,-79.2134855
145.00000,349.13648,PLTT 2015,1868.00000,35.4854210,-79.2148765
146.00000,375.57934,22C-24,1583.00000,35.4886038,-79.2172138
147.00000,356.08202,22C-36,1681.00000,35.4871811,-79.2179169
148.00000,372.17401,TNGW 2212,1597.00000,35.4868045,-79.2190128
149.00000,375.26210,WNDS 1902,1562.00000,35.4881293,-79.2188220
150.00000,349.42777,CRBY 1634,1743.00000,35.4905882,-79.2197020
151.00000,385.55392,WSGT2599,1465.00000,35.4860881,-79.2206142
152.00000,388.44185,22C-12,1437.00000,35.4855617,-79.2212375
153.00000,385.55486,WSGT2601,1514.00000,35.4846992,-79.2187373
154.00000,363.37684,TATN2624,1708.00000,35.4852101,-79.2172457
155.00000,382.64220,WSGR2314,1500.00000,35.4831295,-79.2179413
156.00000,368.77367,WTWW2314,1625.00000,35.4828560,-79.2168808
157.00000,375.51483,KNLW 2305,1576.00000,35.4837776,-79.2167437
158.00000,358.20812,WTFD2525,1688.00000,35.4849384,-79.2161880
159.00000,380.47234,GRSM 2362,1576.00000,35.4825042,-79.2185156
160.00000,391.28766,KNLW 2366,1424.00000,35.4822932,-79.2200443
161.00000,394.38399,CLSG 995,1396.00000,35.4835213,-79.2204539
162.00000,385.45123,CLSG 1139,1465.00000,35.4862132,-79.2224279
163.00000,369.03676,GLMR 1001,1604.00000,35.4853742,-79.2227792
164.00000,381.04735,CLSG 1163,1500.00000,35.4869569,-79.2234740
165.00000,380.08356,CLSG 1243,1514.00000,35.4882337,-79.2258363
166.00000,383.59908,CLSG 1281,1486.00000,35.4889768,-79.2267783
167.00000,383.37303,CLSG 1325,1479.00000,35.4897810,-79.2273887
168.00000,377.11926,NT,1535.00000,35.4905443,-79.2281199
169.00000,373.78904,NT,1604.00000,35.4912542,-79.2288516
170.00000,340.05749,EVTN 2024,1611.00000,35.4980434,-79.2308634
171.00000,324.49632,EVTN 2432,1826.00000,35.4982017,-79.2331680
172.00000,328.11140,EVTN 2239,1819.00000,35.4984370,-79.2362504
173.00000,370.31674,JSNY 2126,1597.00000,35.4951388,-79.2283536
174.00000,384.87429,WLNT 2506,1500.00000,35.4922512,-79.2284948
175.00000,367.76824,22C-68,1535.00000,35.4919907,-79.2299106
176.00000,368.71430,CHWK 2510,1597.00000,35.4923836,-79.2312272
177.00000,353.29056,WLNT 1501,1701.00000,35.4918423,-79.2315904
178.00000,346.98301,WLNT 2603,1757.00000,35.4921940,-79.2327130
179.00000,323.01247,22C-72,1917.00000,35.4923584,-79.2345175
180.00000,331.56821,BGHM 2731,1840.00000,35.4909287,-79.2363025
181.00000,347.15319,BGHM 2695,1757.00000,35.4904560,-79.2352234
182.00000,359.64888,WDSR 2640,1667.00000,35.4898758,-79.2348417
183.00000,356.94871,WDSR 2620,1708.00000,35.4899009,-79.2336927
184.00000,348.82775,BGHM 2685,1708.00000,35.4904303,-79.2333732
185.00000,360.85470,BGHM 2659,1653.00000,35.4902378,-79.2313872
186.00000,365.05127,BGHM 2619,1625.00000,35.4899792,-79.2301858
187.00000,366.06530,BGHM 2515,1583.00000,35.4894275,-79.2290182
188.00000,381.94548,BGHM 2403,1535.00000,35.4898798,-79.2281344
189.00000,380.57425,22C-55,1500.00000,35.4891591,-79.2283440
190.00000,365.88385,22C-56,1576.00000,35.4890828,-79.2301508
191.00000,352.58045,PTTY 1301,1722.00000,35.4893244,-79.2321464
192.00000,346.96733,22C-58,1771.00000,35.4887117,-79.2337325
193.00000,342.94668,BSTN 1999,1771.00000,35.4887546,-79.2356933
194.00000,360.69117,SCUR 2811,1681.00000,35.4684818,-79.2057506
195.00000,372.22560,WCKR 2915,1611.00000,35.4686530,-79.2072758
196.00000,373.86097,MCLD 586,1604.00000,35.4690248,-79.2089468
197.00000,344.58415,EGWD 2630,1812.00000,35.4714081,-79.2085606
198.00000,332.91200,MCLD 620,1799.00000,35.4734201,-79.2089213
199.00000,339.21341,CSLT 2570,1840.00000,35.4730977,-79.2112922
200.00000,343.09417,CPDL 2600,1812.00000,35.4717411,-79.2103471
201.00000,348.92589,CPDL 2750,1764.00000,35.4717897,-79.2140032
202.00000,366.16777,CHRT 809,1653.00000,35.4707525,-79.2144803
203.00000,380.68093,CHRT 104,1535.00000,35.4691911,-79.2119121
204.00000,370.37683,WCKR 3111,1625.00000,35.4689442,-79.2103495
205.00000,366.36578,ARLN 200,1632.00000,35.4700323,-79.2102515
206.00000,332.50487,RDUS 2307,1868.00000,35.4739365,-79.2074109
207.00000,323.45847,CLFS 2201,1951.00000,35.4749553,-79.2057727
208.00000,325.75324,ERWN 612,1965.00000,35.4735469,-79.2054575
209.00000,342.66180,OVRK 2504,1903.00000,35.4723659,-79.2076708
210.00000,350.08986,TFNY 400,1757.00000,35.4712382,-79.2040301
211.00000,323.94736,TFNY 401,1910.00000,35.4731115,-79.2019192
212.00000,330.65027,33A-13,1861.00000,35.4715624,-79.2026813
213.00000,341.51694,NCUR 327,1812.00000,35.4717157,-79.2057564
214.00000,492.68644,DIS-28,1333.00000,35.4433104,-79.2157019
215.00000,477.68689,PLNM 1623,1479.00000,35.4461716,-79.2167340
216.00000,476.50947,DIS-26,1528.00000,35.4486987,-79.2153496
217.00000,459.22059,WSTO 1498,1625.00000,35.4510998,-79.2146702
218.00000,448.94507,WSTO 1326,1708.00000,35.4522958,-79.2140576
219.00000,446.42897,WSTO 1128,1819.00000,35.4535727,-79.2137199
220.00000,412.80240,WSTO 928,1951.00000,35.4550207,-79.2134635
221.00000,408.28685,35D-21,1958.00000,35.4554299,-79.2142647
222.00000,414.13043,WWDS 2300,1944.00000,35.4542155,-79.2149884
223.00000,416.83605,WWDS 2208,1910.00000,35.4532050,-79.2159650
224.00000,422.89476,WWDS 2112,1882.00000,35.4523924,-79.2168437
225.00000,409.31952,WWDS 2104,1917.00000,35.4530973,-79.2180042
226.00000,387.35376,WWDS 2102,2097.00000,35.4536837,-79.2187664
227.00000,393.44748,WLEY 1100,2056.00000,35.4542826,-79.2179732
228.00000,403.40107,WLEY 1108,1910.00000,35.4536200,-79.2169423
229.00000,402.35585,WSTF 1500,2021.00000,35.4546792,-79.2200811
230.00000,395.95486,WSTF1517,2056.00000,35.4556763,-79.2187999
231.00000,406.24438,WTKN,2028.00000,35.4554587,-79.2211081
232.00000,393.45650,WTKN1539,2056.00000,35.4564905,-79.2200535
233.00000,377.32728,WTKN1417,2160.00000,35.4566731,-79.2187546
234.00000,365.32304,WKFD201,2222.00000,35.4583298,-79.2195027
235.00000,365.98371,WKFD1500,2215.00000,35.4595007,-79.2201527
236.00000,382.93310,WDJM 3416,2104.00000,35.4588991,-79.2211616
237.00000,377.77983,WDJM 1517,2153.00000,35.4585287,-79.2221429
238.00000,383.98602,WTKN1001,1507.00000,35.4574920,-79.2170305
239.00000,400.69530,WSTL 1100,2021.00000,35.4558464,-79.2158370
240.00000,398.48752,WYNN 1101,2007.00000,35.4552920,-79.2166423
241.00000,414.05383,WYNN 1105,1903.00000,35.4546979,-79.2157908
242.00000,393.79806,WTKN1213,1410.00000,35.4584172,-79.2165847
243.00000,395.75957,23C-10,1368.00000,35.4597919,-79.2165713
244.00000,375.43418,WNMR 3302,1556.00000,35.4613312,-79.2157414
245.00000,355.48814,WNMR 3426,1715.00000,35.4602332,-79.2182821
246.00000,362.87305,23C-6,1653.00000,35.4618219,-79.2170400
247.00000,403.94002,WNMR 3102,1333.00000,35.4584374,-79.2151407
248.00000,381.96283,WNMR 3200,1514.00000,35.4597493,-79.2150408
249.00000,345.14538,LNTR 654,1792.00000,35.4627571,-79.2129938
250.00000,356.60996,GLDR 621,1701.00000,35.4620195,-79.2133794
251.00000,350.00855,SNOW515,1757.00000,35.4626404,-79.2120254
252.00000,368.63213,GLDR 627,1604.00000,35.4617472,-79.2124841
253.00000,357.05313,GLDR 514,1681.00000,35.4622773,-79.2145653
254.00000,354.26462,33D-19,1722.00000,35.4656659,-79.2134433
255.00000,371.79827,CRTY 703,1604.00000,35.4677112,-79.2132462
256.00000,325.89351,LFYT 504,1910.00000,35.4640272,-79.2121867
257.00000,321.56286,RHWD 425,1944.00000,35.4639593,-79.2104264
258.00000,321.45233,ABBT 571,1958.00000,35.4636759,-79.2091364
259.00000,332.32934,ABBT 485,1882.00000,35.4650178,-79.2087325
260.00000,343.30091,ABBT 401,1812.00000,35.4660772,-79.2082453
261.00000,348.31302,ABBT 329,1771.00000,35.4671292,-79.2078494
262.00000,363.35263,RHWD 319,1660.00000,35.4662440,-79.2100021
263.00000,383.08870,33A-36,1493.00000,35.4691378,-79.2131104
264.00000,376.61954,23B-1,1542.00000,35.4693239,-79.2147890
265.00000,358.33957,SCUR 108,1715.00000,35.4673624,-79.2063513
266.00000,317.88987,SCUR 320,1979.00000,35.4634562,-79.2078192
267.00000,323.42937,SCUR 312,1938.00000,35.4644716,-79.2074298
268.00000,333.36739,SCUR 302,1882.00000,35.4655230,-79.2070397
269.00000,382.19259,WSTO 703,2181.00000,35.4586065,-79.2095586
270.00000,499.41308,JFSD 2206,1285.00000,35.4406568,-79.2169534
271.00000,491.75345,BLFD 2015,1354.00000,35.4435720,-79.2198944
272.00000,478.51421,HRTH 1709,1472.00000,35.4435077,-79.2216317
274.00000,491.30470,MHGY 1843,1368.00000,35.4425884,-79.2200716
275.00000,490.47813,BLFD 2049,1375.00000,35.4429742,-79.2205165
276.00000,482.29176,ATVY 600,1437.00000,35.4446865,-79.2197312
277.00000,476.71224,RKSG 377,1451.00000,35.4449801,-79.2188755
278.00000,483.83699,WDFR 163,1410.00000,35.4444145,-79.2194203
279.00000,495.38228,JFSD 101,1285.00000,35.4382427,-79.2184853
280.00000,487.82511,JFSD 2280,1368.00000,35.4380591,-79.2194178
281.00000,488.52906,JFSD 2220,1285.00000,35.4396470,-79.2186065
282.00000,487.04694,JFSD 2286,1382.00000,35.4372987,-79.2201851
283.00000,486.63761,CRCH  67,1382.00000,35.4367532,-79.2197728
284.00000,469.23857,HNLY 385,1444.00000,35.4395953,-79.2322946
285.00000,508.91766,CRCH 208,1132.00000,35.4359346,-79.2247688
286.00000,501.96841,CRCH 163,1312.00000,35.4362189,-79.2223379
287.00000,476.14866,CRCH 537,1389.00000,35.4353434,-79.2328088
288.00000,480.12239,JFSD 2787,1403.00000,35.4223838,-79.2263715
289.00000,463.29846,ARMX 19,1521.00000,35.4167987,-79.2291441
290.00000,471.29030,JFED 3132,1486.00000,35.4117283,-79.2313678
291.00000,473.93244,JFSD 3220,1424.00000,35.4083763,-79.2318969
292.00000,476.36719,JFSD 3485,1396.00000,35.4069248,-79.2318261
293.00000,469.28881,JFSD 3430,1479.00000,35.4128403,-79.2303322
294.00000,464.55064,JFSD 3184,1493.00000,35.4168196,-79.2285474
295.00000,460.57987,JFSD 3082,1542.00000,35.4191454,-79.2275075
296.00000,484.88120,JFSD 169,1437.00000,35.4246282,-79.2244499
297.00000,483.20499,JFSD 117,1375.00000,35.4266782,-79.2233215
298.00000,492.21808,03207,1354.00000,35.4276872,-79.2213137
299.00000,487.46820,JFSD 2635,1361.00000,35.4287078,-79.2221169
300.00000,490.53781,MCDN  5711,1333.00000,35.4307125,-79.2210551
301.00000,499.12176,JFSD 2449,1271.00000,35.4334282,-79.2199500
302.00000,500.48466,MKPL 117,1208.00000,35.4346080,-79.2185348
303.00000,497.41175,MKPL 159,1292.00000,35.4364972,-79.2166941
304.00000,495.95997,TRMW 3253,1278.00000,35.4373560,-79.2170280
305.00000,490.12227,MKPL 179,1424.00000,35.4367992,-79.2153903
306.00000,496.08722,MKPL 139,1222.00000,35.4359358,-79.2179551
307.00000,498.36890,BYAN 5809,1278.00000,35.4329459,-79.2180719
308.00000,507.24454,PEGG 2777,1257.00000,35.4341358,-79.2174022
309.00000,489.49196,CRNS 3039,1375.00000,35.4331222,-79.2127964
310.00000,460.99425,CRNS 3088,1625.00000,35.4311967,-79.2130412
311.00000,446.95516,CRNS 3123,1875.00000,35.4290774,-79.2127017
312.00000,419.81417,CTTL 248,1896.00000,35.4297558,-79.2100061
313.00000,457.45087,HBCS 118,1639.00000,35.4319937,-79.2107346
314.00000,461.08643,CHSR 2943,1611.00000,35.4331693,-79.2101898
315.00000,503.59737,CHSR 2801,1229.00000,35.4337764,-79.2155459
316.00000,495.49325,MCDN 2515,1306.00000,35.4325175,-79.2165596
317.00000,484.61827,MCDN 2807,1368.00000,35.4313239,-79.2186012
318.00000,480.22973,MNTR 5802,1444.00000,35.4303347,-79.2179913
319.00000,467.21587,BYRD 3139,1562.00000,35.4292291,-79.2156668
320.00000,480.91629,BOND 10,1451.00000,35.4303906,-79.2152611
321.00000,487.02783,MNTR 5700,1382.00000,35.4321243,-79.2150652
322.00000,486.34456,MNTR 5702,1382.00000,35.4314395,-79.2157485
323.00000,499.19788,JFSD 2281,1285.00000,35.4390954,-79.2172740
324.00000,467.14592,MDWB 2119,1646.00000,35.4433378,-79.2114879
325.00000,470.96106,TYDL 5203,1542.00000,35.4469939,-79.2098078
326.00000,488.22448,CRTH 2434,1382.00000,35.4451150,-79.2141250
327.00000,485.77525,CRTH 2310,1396.00000,35.4465384,-79.2129701
328.00000,382.99776,WCKR 3373,1458.00000,35.4696691,-79.2172491
329.00000,396.38404,23B-3,1375.00000,35.4706967,-79.2194887
330.00000,401.12056,23B-4,1333.00000,35.4711054,-79.2211698
331.00000,409.33829,NFRK 205,1257.00000,35.4721412,-79.2205681
332.00000,395.98171,NFRK 490,1368.00000,35.4736490,-79.2181935
333.00000,391.73844,NFRK 722,1431.00000,35.4740900,-79.2167400
334.00000,357.53627,CRBT 1916,1715.00000,35.4795188,-79.2077109
335.00000,372.71634,MNGR 607,1597.00000,35.4758806,-79.2111120
336.00000,361.11192,MNGR 703,1653.00000,35.4771442,-79.2118602
337.00000,344.81483,MNGR 769,1778.00000,35.4780583,-79.2123476
338.00000,370.40577,PBLB 2612,1625.00000,35.4755008,-79.2155507
339.00000,380.70485,PBLB 2750,1535.00000,35.4762743,-79.2168100
340.00000,378.27699,PBLB 2852,1528.00000,35.4764800,-79.2185675
341.00000,358.09814,BLAR 2706,1681.00000,35.4777667,-79.2184334
342.00000,390.01259,BLAR 2832,1431.00000,35.4782432,-79.2206176
343.00000,385.20461,CLSG 805,1472.00000,35.4797950,-79.2205419
344.00000,377.75130,SNDS 808,1535.00000,35.4789425,-79.2192560
345.00000,382.89157,CRSD 724,1458.00000,35.4796410,-79.2190723
346.00000,341.67891,BTCT 913,1847.00000,35.4793456,-79.2168958
347.00000,349.63881,CRSD 710,1736.00000,35.4787183,-79.2179580
348.00000,394.15587,CLSG 3002,1396.00000,35.4764429,-79.2212338
349.00000,371.36099,23B-9,1576.00000,35.4763788,-79.2236631
350.00000,381.98393,PNLK 3015,1493.00000,35.4773794,-79.2235025
351.00000,350.19603,23B-11,1729.00000,35.4773929,-79.2255342
352.00000,361.81249,CGTN 3027,1694.00000,35.4751163,-79.2245437
353.00000,355.14942,23B-12,1750.00000,35.4763293,-79.2253509
354.00000,356.93698,23B-13,1688.00000,35.4764342,-79.2270228
355.00000,387.25075,CGTN 3011,1479.00000,35.4751203,-79.2228991
356.00000,397.40698,CGTN 3003,1368.00000,35.4748881,-79.2213556
357.00000,384.05315,GRBR 3021,1437.00000,35.4749515,-79.2196460
358.00000,410.58844,GRBR 2941,1250.00000,35.4750203,-79.2181401
359.00000,403.50934,CLSG 393,1319.00000,35.4736008,-79.2210797
360.00000,381.07037,CRBT 2728,1507.00000,35.4811058,-79.2199337
361.00000,345.40833,GRSM 2300,1778.00000,35.4819670,-79.2169000
362.00000,343.09440,KNLW 2208,1785.00000,35.4839321,-79.2150007
363.00000,341.50819,KNLW 2003,1868.00000,35.4844157,-79.2135944
364.00000,333.52677,KNLW 1964,1882.00000,35.4852254,-79.2111939
365.00000,339.45039,32D-41,1861.00000,35.4851145,-79.2098633
366.00000,291.59976,SPHN 1832,2125.00000,35.4833896,-79.2089623
367.00000,302.47192,BYNT 1095,2097.00000,35.4824083,-79.2097756
368.00000,312.94190,32D-45,1972.00000,35.4824271,-79.2106917
369.00000,342.74691,SPHN 1921,1812.00000,35.4819364,-79.2122594
370.00000,356.33206,32D-47,1708.00000,35.4818193,-79.2133960
371.00000,363.38452,32D-48,1646.00000,35.4815700,-79.2145204
372.00000,357.79006,22C-33,1681.00000,35.4814052,-79.2153806
373.00000,340.23248,22C 32,1847.00000,35.4825111,-79.2157439
374.00000,309.02441,32D-54,2007.00000,35.4839226,-79.2120181
375.00000,321.69662,SHLN2097,1979.00000,35.4834055,-79.2127536
376.00000,331.92496,32D-50,1854.00000,35.4824713,-79.2144193
377.00000,328.74170,32D-49,1875.00000,35.4829125,-79.2127965
378.00000,320.22059,BYNT 1023,1951.00000,35.4812308,-79.2100233
379.00000,333.30659,BYNT 1014,1882.00000,35.4803388,-79.2096402
380.00000,367.63265,TRMN1895,1778.00000,35.4813884,-79.2080431
381.00000,348.30145,BRND 1807,1792.00000,35.4806528,-79.2059692
382.00000,344.42554,BRND 1800,1889.00000,35.4806901,-79.2051000
383.00000,290.47054,32D-29,2090.00000,35.4846025,-79.2063443
384.00000,345.67051,PERY 84,1826.00000,35.4861919,-79.2083515
385.00000,317.26679,32D-31,1979.00000,35.4874262,-79.2061096
386.00000,331.36736,PLTT 2120,1882.00000,35.4865569,-79.2155221
387.00000,363.60092,GLMR 925,1632.00000,35.4843682,-79.2238373
388.00000,360.53090,BRGN 2559,1708.00000,35.4844645,-79.2254347
