DEMAND,HEAD,PRESSURE,LAT,LON
0.000,510.71,72.99,35.4915890,-79.2121178
0.000,510.78,70.56,35.4901179,-79.2132153
0.000,510.78,70.88,35.4900988,-79.2131799
0.000,510.77,70.21,35.4903873,-79.2130142
0.001,510.72,73.28,35.4914453,-79.2122356
0.000,510.76,70.17,35.4903629,-79.2129598
0.003,510.71,69.71,35.4901067,-79.2118235
0.000,510.66,71.44,35.4932726,-79.2091256
0.000,510.66,71.30,35.4932585,-79.2092421
0.000,510.65,69.42,35.4928759,-79.2110521
0.000,510.65,69.38,35.4928402,-79.2110082
0.001,510.65,69.10,35.4927743,-79.2108297
0.000,510.71,72.82,35.4916545,-79.2120707
0.001,510.71,72.73,35.4917113,-79.2120298
0.000,510.71,73.59,35.4916783,-79.2119655
0.001,510.78,69.74,35.4920485,-79.2079276
0.000,510.66,71.39,35.4932397,-79.2091064
0.003,510.63,79.79,35.4937636,-79.2063752
0.000,510.63,80.18,35.4936997,-79.2063457
0.001,510.66,71.44,35.4932480,-79.2090401
0.000,510.65,69.25,35.4929036,-79.2110165
0.001,510.65,68.86,35.4929598,-79.2110811
0.000,513.31,89.29,35.4912001,-79.1969865
0.000,513.31,88.68,35.4912088,-79.1971390
0.000,513.31,87.30,35.4912435,-79.1977445
0.001,510.84,71.94,35.4915776,-79.2071163
0.000,510.84,72.36,35.4915314,-79.2071542
0.001,510.84,85.24,35.4905886,-79.2079288
0.001,510.82,84.71,35.4903346,-79.2074281
0.001,510.81,86.39,35.4896951,-79.2061669
0.000,510.82,84.99,35.4903034,-79.2074549
0.001,510.84,80.72,35.4909316,-79.2087654
0.000,508.85,75.14,35.4966732,-79.2391111
0.000,508.85,75.91,35.4968646,-79.2392985
0.001,508.85,73.24,35.4961135,-79.2379396
0.000,508.85,68.82,35.4956623,-79.2364717
0.000,508.85,75.72,35.4966978,-79.2390761
0.000,508.85,73.24,35.4961558,-79.2379087
0.000,508.85,68.81,35.4957282,-79.2364719
0.000,508.86,57.70,35.5025788,-79.2281987
0.000,508.86,57.34,35.5025809,-79.2282624
0.000,508.85,59.80,35.4961066,-79.2286410
0.000,508.85,59.85,35.4961131,-79.2287004
0.000,508.85,60.61,35.4953990,-79.2286150
0.000,508.85,60.54,35.4952556,-79.2286029
0.000,508.85,59.73,35.4962223,-79.2286312
0.000,508.85,59.93,35.4962131,-79.2287515
0.000,508.85,63.43,35.4960863,-79.2302646
0.000,508.85,65.87,35.4958516,-79.2316643
0.000,508.85,62.85,35.4961341,-79.2302647
0.000,508.85,65.87,35.4958967,-79.2316920
0.000,508.85,68.99,35.4955013,-79.2332321
0.001,508.85,68.33,35.4955460,-79.2332322
0.001,508.85,63.53,35.4956946,-79.2347775
0.000,508.85,63.85,35.4957227,-79.2347775
0.001,508.85,59.37,35.4977155,-79.2281773
0.001,508.85,59.37,35.4977654,-79.2281570
0.000,508.85,60.57,35.4953091,-79.2286074
0.000,509.07,61.95,35.4987209,-79.2247514
0.000,509.08,61.19,35.4987681,-79.2247251
0.001,509.06,69.76,35.4975918,-79.2252200
0.000,509.06,69.78,35.4976707,-79.2252090
0.001,509.06,71.02,35.4976627,-79.2251569
0.002,508.97,68.07,35.4952694,-79.2257938
0.000,508.97,68.33,35.4952182,-79.2257357
0.002,508.97,68.49,35.4951970,-79.2258860
0.000,508.97,68.25,35.4952282,-79.2258462
0.000,508.97,68.52,35.4951941,-79.2258044
0.000,508.97,71.97,35.4948917,-79.2254340
0.000,508.85,60.24,35.4953115,-79.2285395
0.002,508.86,60.24,35.4953127,-79.2283664
0.000,508.86,60.24,35.4952202,-79.2283648
0.000,509.84,84.99,35.4941993,-79.2178866
0.000,509.56,75.10,35.4962732,-79.2186052
0.000,509.56,74.86,35.4963038,-79.2185917
0.002,509.09,71.14,35.4956104,-79.2231032
0.000,509.11,73.88,35.4972158,-79.2227742
0.001,509.04,67.69,35.4964460,-79.2253031
0.001,509.05,68.17,35.4965202,-79.2252975
0.000,509.05,69.03,35.4966503,-79.2252943
0.000,509.05,69.40,35.4966475,-79.2252324
0.000,509.05,68.64,35.4965872,-79.2252970
0.000,509.09,71.15,35.4956317,-79.2231492
0.001,509.09,71.01,35.4956588,-79.2232075
0.000,509.09,71.15,35.4956843,-79.2231859
0.001,509.13,72.78,35.4972512,-79.2225391
0.000,509.13,72.41,35.4972986,-79.2225285
0.000,509.13,72.94,35.4972713,-79.2226316
0.000,509.08,61.58,35.4986921,-79.2245026
0.000,509.08,61.95,35.4986606,-79.2245205
0.001,509.12,72.35,35.4973198,-79.2226248
0.000,509.08,60.30,35.4989014,-79.2262715
0.001,509.08,59.54,35.4987727,-79.2272333
0.000,509.08,57.77,35.4981690,-79.2262495
0.001,509.08,57.97,35.4981021,-79.2262475
0.000,509.08,57.73,35.4981691,-79.2261587
0.001,509.08,60.05,35.4988612,-79.2262703
0.000,509.08,59.90,35.4989679,-79.2257684
0.000,509.08,59.90,35.4990300,-79.2257516
0.000,509.08,64.70,35.4997467,-79.2255583
0.001,509.08,64.68,35.4998173,-79.2255392
0.000,509.08,64.25,35.4997387,-79.2255222
0.001,509.10,71.61,35.4983522,-79.2232932
0.001,509.11,82.17,35.5010730,-79.2224653
0.000,509.11,82.55,35.5010611,-79.2224126
0.000,509.10,71.67,35.4983977,-79.2232796
0.000,509.10,72.66,35.4991201,-79.2230636
0.000,509.10,73.38,35.4991061,-79.2230121
0.000,509.10,73.16,35.4997110,-79.2228846
0.000,509.10,85.63,35.5008105,-79.2225464
0.000,509.10,72.77,35.4997258,-79.2229581
0.000,509.10,66.94,35.4999051,-79.2238497
0.000,509.10,67.12,35.4999177,-79.2239125
0.000,509.10,67.16,35.4999513,-79.2238357
0.000,509.10,86.53,35.5008725,-79.2225272
0.000,508.86,57.78,35.5017429,-79.2282971
0.000,508.86,58.81,35.5017486,-79.2282354
0.001,508.86,60.63,35.5017550,-79.2280899
0.000,508.86,60.52,35.5017242,-79.2280818
0.002,508.95,75.51,35.5010379,-79.2261190
0.000,508.95,75.58,35.5010100,-79.2261317
0.000,509.10,83.28,35.5008704,-79.2225899
0.001,509.02,83.43,35.5008907,-79.2244347
0.001,509.02,83.01,35.5008430,-79.2244346
0.000,509.21,86.80,35.5028226,-79.2216612
0.001,509.21,83.70,35.5031219,-79.2221511
0.000,509.22,87.77,35.5027065,-79.2214713
0.000,509.21,87.19,35.5027394,-79.2215250
0.000,509.00,66.72,35.5074689,-79.2233667
0.001,508.99,67.14,35.5075407,-79.2234277
0.001,509.00,66.78,35.5074020,-79.2233099
0.002,509.04,79.35,35.5061943,-79.2229423
0.000,509.00,66.91,35.5073761,-79.2233571
0.000,509.04,77.36,35.5062137,-79.2235916
0.000,509.04,77.15,35.5062150,-79.2236343
0.000,509.04,77.11,35.5062700,-79.2235819
0.000,509.04,79.32,35.5061969,-79.2230295
0.000,509.06,84.86,35.5056343,-79.2227005
0.000,509.06,84.02,35.5056670,-79.2226234
0.001,509.06,82.91,35.5057173,-79.2225047
0.004,509.06,73.36,35.5068470,-79.2214604
0.000,509.06,83.14,35.5056799,-79.2224764
0.003,509.08,88.07,35.5051076,-79.2223152
0.000,509.08,88.07,35.5050694,-79.2224280
0.001,509.08,84.80,35.5046977,-79.2235265
0.001,509.16,76.59,35.5036934,-79.2210460
0.000,509.16,76.43,35.5036935,-79.2209933
0.001,509.51,76.21,35.4964781,-79.2189704
0.001,509.51,75.46,35.4965319,-79.2189415
0.002,509.51,69.48,35.4971264,-79.2187917
0.002,509.51,69.62,35.4980605,-79.2193609
0.000,509.51,69.21,35.4971332,-79.2187541
0.000,509.73,82.95,35.4954900,-79.2177161
0.002,509.82,80.64,35.5002582,-79.2154600
0.001,509.85,95.49,35.5013675,-79.2147732
0.000,509.82,80.80,35.5002354,-79.2154460
0.003,509.78,85.14,35.4985356,-79.2152990
0.000,509.78,85.09,35.4985418,-79.2152616
0.001,509.73,82.59,35.4954991,-79.2176267
0.002,509.74,84.98,35.4963075,-79.2166460
0.000,509.74,85.98,35.4963031,-79.2166082
0.001,509.23,88.02,35.5026860,-79.2214302
0.000,509.23,88.33,35.5026503,-79.2213372
0.000,509.23,88.09,35.5026774,-79.2213120
0.004,509.42,98.29,35.5019123,-79.2194864
0.000,509.42,98.20,35.5019497,-79.2194971
0.002,509.63,97.89,35.5021373,-79.2170806
0.001,509.70,92.47,35.5020182,-79.2162967
0.000,509.70,92.78,35.5020557,-79.2162816
0.000,509.84,95.47,35.5014767,-79.2148873
0.000,509.84,95.93,35.5015071,-79.2148725
0.002,508.86,61.10,35.5046505,-79.2275927
0.000,508.85,61.10,35.5047192,-79.2276232
0.000,508.86,61.11,35.5046604,-79.2275627
0.000,508.86,61.52,35.5045985,-79.2274974
0.000,508.87,62.26,35.5044625,-79.2273953
0.000,508.87,62.48,35.5043975,-79.2272793
0.000,508.87,63.20,35.5043428,-79.2271819
0.000,508.87,69.76,35.5039821,-79.2263450
0.001,508.87,69.37,35.5039309,-79.2262256
0.000,508.87,62.41,35.5044302,-79.2273376
0.000,508.99,67.22,35.5075065,-79.2234887
0.001,508.95,67.77,35.5065654,-79.2249440
0.000,508.95,68.02,35.5065356,-79.2249142
0.000,508.91,68.40,35.5056437,-79.2262221
0.000,508.91,68.79,35.5056299,-79.2261967
0.000,508.87,62.41,35.5044947,-79.2272872
0.000,508.87,62.41,35.5044830,-79.2272559
0.000,509.03,81.00,35.5083056,-79.2202779
0.000,509.04,85.66,35.5084997,-79.2193722
0.001,509.01,77.98,35.5080234,-79.2216329
0.000,509.01,78.71,35.5080392,-79.2215581
0.000,509.01,79.38,35.5080147,-79.2215505
0.000,509.03,80.69,35.5082957,-79.2203257
0.001,509.03,93.81,35.5049569,-79.2187241
0.001,509.03,93.46,35.5049587,-79.2186391
0.000,509.03,93.88,35.5049946,-79.2187198
0.001,509.03,87.65,35.5053626,-79.2200421
0.000,509.03,87.91,35.5053627,-79.2200221
0.001,509.03,76.56,35.5069762,-79.2199441
0.000,509.03,76.80,35.5069818,-79.2199008
0.000,509.03,76.35,35.5070296,-79.2199537
0.000,509.03,80.95,35.5082573,-79.2203141
0.000,509.03,81.38,35.5082136,-79.2203010
0.000,509.03,81.47,35.5082211,-79.2202785
0.000,509.03,76.35,35.5070609,-79.2199631
0.000,509.03,87.43,35.5061961,-79.2186255
0.000,509.03,87.94,35.5061452,-79.2186288
0.000,509.03,86.87,35.5061875,-79.2185448
0.000,509.03,84.31,35.5061237,-79.2177650
0.000,509.03,84.49,35.5061218,-79.2176844
0.001,509.03,81.94,35.5070539,-79.2185550
0.000,509.03,87.04,35.5062196,-79.2186239
0.000,509.03,84.62,35.5060871,-79.2177649
0.000,509.03,87.26,35.5062237,-79.2186617
0.000,509.03,76.35,35.5070684,-79.2199249
0.000,509.03,83.86,35.5073085,-79.2185692
0.000,509.03,84.32,35.5073429,-79.2185399
0.000,510.31,85.54,35.4950344,-79.2152313
0.000,510.32,85.61,35.4950570,-79.2152145
0.001,510.32,85.57,35.4951001,-79.2151824
0.000,510.32,85.11,35.4950235,-79.2151423
0.005,510.46,75.29,35.4954391,-79.2126394
0.000,510.46,74.60,35.4953911,-79.2126936
0.000,510.32,83.59,35.4947831,-79.2146250
0.000,510.60,72.70,35.4948955,-79.2100638
0.000,510.81,106.16,35.5049973,-79.2034895
0.000,510.81,106.16,35.5050665,-79.2035462
0.000,510.81,106.16,35.5049831,-79.2035232
0.000,510.81,106.16,35.5049477,-79.2035014
0.000,510.81,100.20,35.5043236,-79.2050917
0.000,510.81,100.14,35.5043047,-79.2050763
0.000,510.81,93.59,35.5040102,-79.2061442
0.000,510.55,85.57,35.5032496,-79.2089998
0.000,510.69,90.71,35.5036585,-79.2070147
0.000,510.55,85.79,35.5032208,-79.2089849
0.000,510.53,72.61,35.4969107,-79.2101201
0.001,510.53,72.39,35.4969203,-79.2101702
0.000,510.60,72.70,35.4948964,-79.2100641
0.000,510.60,72.95,35.4948827,-79.2101238
0.000,510.58,73.56,35.4952871,-79.2101912
0.002,510.58,73.93,35.4952986,-79.2101205
0.003,510.61,94.75,35.4957832,-79.2071307
0.000,510.61,94.79,35.4957364,-79.2071142
0.000,510.53,72.55,35.4969567,-79.2101130
0.001,510.53,74.12,35.4970274,-79.2094802
0.000,510.53,73.70,35.4970720,-79.2094849
0.002,510.53,78.28,35.4972135,-79.2078153
0.000,510.53,78.23,35.4972365,-79.2078153
0.001,510.53,88.79,35.4973938,-79.2061595
0.000,510.53,89.91,35.4974129,-79.2059816
0.000,510.53,89.46,35.4974357,-79.2061653
0.001,510.56,73.80,35.4957756,-79.2102535
0.003,510.47,76.13,35.4993086,-79.2101214
0.000,510.47,77.52,35.4993160,-79.2102019
0.000,510.47,78.77,35.4993253,-79.2103050
0.000,510.47,79.09,35.4993598,-79.2102990
0.001,510.49,92.62,35.4995083,-79.2124466
0.000,510.49,93.00,35.4995570,-79.2124534
0.004,510.51,84.81,35.4981011,-79.2131137
0.000,510.51,84.92,35.4980913,-79.2131728
0.001,510.54,84.34,35.4960254,-79.2115536
0.000,510.54,84.52,35.4959933,-79.2115813
0.001,510.56,74.16,35.4957831,-79.2103176
0.000,510.47,76.66,35.4993464,-79.2101279
0.000,510.47,76.23,35.4993926,-79.2101360
0.000,510.47,75.42,35.4993495,-79.2100535
0.000,510.46,75.36,35.4993369,-79.2082263
0.005,510.46,75.29,35.4993148,-79.2081084
0.006,510.46,74.75,35.4993833,-79.2082289
0.001,510.41,77.23,35.5017328,-79.2104761
0.000,510.41,77.38,35.5018142,-79.2104605
0.000,509.85,96.15,35.5014421,-79.2147627
0.001,509.85,96.44,35.5014330,-79.2147070
0.000,509.85,96.80,35.5014749,-79.2147020
0.000,510.41,77.58,35.5017240,-79.2104153
0.000,510.40,77.34,35.5017479,-79.2105389
0.000,510.40,77.37,35.5017590,-79.2105849
0.002,510.20,88.13,35.5019113,-79.2121172
0.000,510.40,77.37,35.5018072,-79.2105732
0.000,510.20,87.79,35.5019438,-79.2121173
0.000,510.50,83.09,35.5028973,-79.2096191
0.000,510.50,79.15,35.5032978,-79.2107553
0.000,510.50,79.26,35.5033250,-79.2108021
0.000,510.50,79.26,35.5032619,-79.2107864
0.000,510.50,82.71,35.5029273,-79.2096807
0.000,510.50,81.32,35.5031075,-79.2101537
0.000,510.50,81.32,35.5031579,-79.2101274
0.001,510.50,82.19,35.5035144,-79.2099414
0.000,510.69,90.94,35.5036861,-79.2068666
0.000,509.83,92.46,35.5076560,-79.2098458
0.000,509.82,93.28,35.5077068,-79.2098840
0.000,509.82,93.15,35.5076672,-79.2099758
0.000,509.83,92.40,35.5076786,-79.2097957
0.000,509.83,93.96,35.5078050,-79.2095146
0.001,509.83,94.38,35.5078472,-79.2094209
0.000,509.83,94.08,35.5078470,-79.2095483
0.000,510.28,92.10,35.5055770,-79.2082805
0.000,510.28,91.83,35.5055559,-79.2083262
0.000,510.68,90.75,35.5037332,-79.2069017
0.000,510.59,92.06,35.5041245,-79.2071939
0.000,510.59,91.25,35.5040978,-79.2072536
0.000,510.81,93.48,35.5039894,-79.2062190
0.000,510.81,96.66,35.5067260,-79.2082211
0.000,510.81,95.84,35.5077080,-79.2089647
0.000,510.81,97.31,35.5067508,-79.2081650
0.000,510.81,97.92,35.5053953,-79.2072240
0.000,510.81,97.98,35.5054113,-79.2071893
0.000,510.81,93.35,35.5040229,-79.2062371
0.000,510.81,93.23,35.5039562,-79.2062949
0.000,513.95,83.68,35.4950737,-79.1949751
0.000,513.95,83.85,35.4951432,-79.1949210
0.000,513.77,85.75,35.4955729,-79.1955615
0.000,513.77,85.40,35.4956018,-79.1955356
0.000,512.99,86.74,35.4975950,-79.1984610
0.000,512.99,86.73,35.4976120,-79.1984402
0.000,512.29,99.89,35.4994595,-79.2011845
0.000,512.29,97.59,35.4994841,-79.2011546
0.000,511.71,100.17,35.5009686,-79.2033913
0.000,511.71,100.17,35.5010006,-79.2033566
0.000,511.73,100.62,35.5009151,-79.2033140
0.004,511.73,101.80,35.5001771,-79.2034823
0.013,511.73,98.84,35.4994904,-79.2042959
0.000,511.73,98.43,35.4994462,-79.2043484
0.000,511.73,98.47,35.4995329,-79.2043539
0.000,512.62,93.06,35.4985621,-79.1998698
0.000,512.62,92.84,35.4985058,-79.1999309
0.000,512.62,93.49,35.4983204,-79.2001322
0.000,513.31,83.26,35.4949329,-79.1977222
0.000,513.31,84.16,35.4949114,-79.1977615
0.000,513.31,85.63,35.4968771,-79.1978695
0.001,513.31,86.06,35.4969227,-79.1979355
0.000,513.15,93.04,35.5005909,-79.1967622
0.000,513.15,92.74,35.5004594,-79.1967695
0.000,513.13,92.72,35.5011717,-79.1967343
0.000,513.13,92.41,35.5011716,-79.1967824
0.001,513.10,99.42,35.5022105,-79.1966874
0.000,513.10,99.57,35.5022154,-79.1967306
0.000,513.10,100.45,35.5021672,-79.1966892
0.002,511.91,103.31,35.5066028,-79.1954312
0.001,512.82,81.29,35.5042222,-79.1965598
0.000,511.91,102.98,35.5066143,-79.1954766
0.000,512.85,81.90,35.5041423,-79.1965933
0.001,512.85,82.15,35.5041465,-79.1966986
0.001,512.85,98.42,35.5042331,-79.1988447
0.000,512.87,82.06,35.5040717,-79.1965980
0.000,512.88,82.31,35.5040662,-79.1964550
0.000,512.89,82.39,35.5040610,-79.1963212
0.000,512.88,82.75,35.5040246,-79.1964549
0.000,512.94,86.82,35.5040332,-79.1956020
0.000,512.94,87.63,35.5039991,-79.1956071
0.001,513.11,101.85,35.5020497,-79.1966944
0.000,513.11,102.56,35.5020637,-79.1968233
0.000,513.11,103.88,35.5020900,-79.1972634
0.000,513.11,105.17,35.5023258,-79.1979157
0.001,513.11,106.51,35.5025113,-79.1987876
0.000,513.11,103.38,35.5021317,-79.1972663
0.000,513.11,104.96,35.5023464,-79.1979018
0.000,513.11,101.63,35.5020779,-79.1966931
0.001,513.16,92.43,35.5004493,-79.1965203
0.000,513.16,92.30,35.5004838,-79.1965204
0.000,513.15,92.38,35.5004553,-79.1966686
0.000,513.16,99.67,35.5005166,-79.1980414
0.000,513.16,104.14,35.5005400,-79.1985625
0.000,513.16,104.35,35.5005426,-79.1986218
0.000,513.16,104.14,35.5005646,-79.1985601
0.001,513.16,98.46,35.5005111,-79.1979206
0.002,513.17,97.56,35.4987942,-79.1952997
0.000,513.17,97.59,35.4988095,-79.1953351
0.001,513.16,103.09,35.4991256,-79.1966618
0.000,513.16,103.34,35.4991052,-79.1966755
0.000,513.16,98.39,35.5004511,-79.1979236
0.000,513.16,97.91,35.5003878,-79.1979266
0.000,513.16,100.68,35.4996988,-79.1978806
0.000,513.16,98.43,35.5003922,-79.1979649
0.000,513.16,101.55,35.4996771,-79.1979158
0.001,510.49,93.02,35.4994977,-79.2125928
0.000,510.49,93.25,35.4995580,-79.2126050
0.001,510.49,75.84,35.5007650,-79.2119296
0.001,507.88,84.86,35.5195906,-79.2422833
0.002,507.86,85.38,35.5200735,-79.2424180
0.000,507.86,85.13,35.5200854,-79.2423654
0.000,507.88,84.23,35.5195910,-79.2422377
0.001,507.88,83.51,35.5195915,-79.2421783
0.001,507.88,81.05,35.5195996,-79.2411905
0.003,507.88,83.13,35.5196067,-79.2403254
0.000,507.88,83.51,35.5195545,-79.2421782
0.000,507.88,81.05,35.5195686,-79.2411905
0.000,508.17,80.04,35.5151525,-79.2373890
0.002,508.26,78.65,35.5139575,-79.2356913
0.000,508.26,78.26,35.5139905,-79.2356377
0.000,508.22,79.46,35.5145324,-79.2363748
0.000,508.22,79.48,35.5145728,-79.2363334
0.000,508.22,79.90,35.5146268,-79.2362783
0.000,508.22,79.95,35.5146017,-79.2362344
0.000,508.22,83.58,35.5149322,-79.2359297
0.001,508.22,83.78,35.5149298,-79.2358742
0.000,508.22,86.23,35.5163363,-79.2357885
0.000,508.22,86.51,35.5163672,-79.2357650
0.000,508.22,85.08,35.5163109,-79.2357259
0.000,508.22,83.43,35.5149911,-79.2359096
0.000,508.22,83.29,35.5150751,-79.2358811
0.000,508.22,83.99,35.5150701,-79.2358232
0.000,508.50,63.30,35.5097103,-79.2328975
0.000,508.21,86.70,35.5173753,-79.2319960
0.000,508.21,86.71,35.5174115,-79.2319970
0.000,508.21,87.03,35.5172733,-79.2319955
0.000,508.21,87.44,35.5172722,-79.2319511
0.000,508.21,88.56,35.5164424,-79.2320096
0.000,508.21,88.56,35.5164425,-79.2319754
0.000,508.21,87.70,35.5151860,-79.2320366
0.001,508.21,86.83,35.5149454,-79.2320384
0.000,508.21,86.47,35.5149478,-79.2319965
0.000,508.21,87.93,35.5143560,-79.2326323
0.000,508.21,87.80,35.5143371,-79.2326323
0.001,508.22,85.42,35.5145414,-79.2340475
0.000,508.22,84.94,35.5145236,-79.2340757
0.000,508.21,87.68,35.5151418,-79.2320369
0.000,508.21,87.34,35.5151416,-79.2319605
0.001,508.21,83.62,35.5151376,-79.2305820
0.000,508.21,89.05,35.5151412,-79.2294421
0.000,508.21,83.40,35.5151801,-79.2305783
0.000,508.21,89.05,35.5151410,-79.2293763
0.000,508.21,89.07,35.5151398,-79.2289383
0.000,508.21,99.33,35.5173386,-79.2298658
0.000,508.21,100.13,35.5173800,-79.2298885
0.000,508.21,97.80,35.5172484,-79.2298162
0.000,508.21,97.68,35.5172591,-79.2297771
0.001,508.21,92.19,35.5163605,-79.2294784
0.000,508.21,92.40,35.5163690,-79.2294350
0.000,508.21,89.47,35.5151942,-79.2293725
0.000,508.21,89.79,35.5152342,-79.2293697
0.000,508.21,89.76,35.5152312,-79.2293152
0.000,508.21,90.03,35.5186119,-79.2338225
0.000,508.21,89.79,35.5186120,-79.2337757
0.000,508.21,90.34,35.5186163,-79.2338778
0.000,508.21,93.66,35.5186731,-79.2346548
0.000,508.21,94.01,35.5186756,-79.2347096
0.000,508.21,90.66,35.5186234,-79.2339683
0.000,508.21,93.66,35.5186486,-79.2346548
0.000,508.21,90.88,35.5186610,-79.2339642
0.000,508.21,92.18,35.5175208,-79.2338846
0.000,508.21,91.74,35.5175177,-79.2338298
0.001,508.21,91.21,35.5175129,-79.2337448
0.000,508.21,92.17,35.5174785,-79.2338875
0.000,508.21,91.32,35.5175462,-79.2337449
0.000,508.21,105.04,35.5175197,-79.2291586
0.003,508.21,100.02,35.5173703,-79.2299377
0.000,508.21,87.44,35.5174056,-79.2319184
0.000,508.21,95.12,35.5173367,-79.2309959
0.000,508.21,95.41,35.5173733,-79.2309974
0.001,509.09,92.60,35.5091962,-79.2157685
0.001,509.09,93.35,35.5092208,-79.2156185
0.001,509.07,86.31,35.5089450,-79.2173540
0.000,509.09,93.81,35.5091664,-79.2156083
0.000,509.07,85.86,35.5089095,-79.2173439
0.000,509.09,92.99,35.5091512,-79.2157559
0.000,509.09,93.15,35.5090917,-79.2157392
0.001,509.05,85.59,35.5085900,-79.2189843
0.000,509.05,86.18,35.5085654,-79.2189775
0.000,508.90,96.04,35.5117147,-79.2194454
0.002,508.90,95.27,35.5117296,-79.2198456
0.000,508.90,95.85,35.5117380,-79.2194454
0.001,508.90,91.42,35.5116659,-79.2180783
0.000,508.90,91.22,35.5116872,-79.2180726
0.000,508.91,91.75,35.5125472,-79.2157239
0.001,508.90,89.85,35.5117898,-79.2165653
0.000,508.91,91.55,35.5125664,-79.2157553
0.000,508.90,89.45,35.5118135,-79.2166002
0.000,508.91,93.16,35.5126880,-79.2156370
0.000,508.91,84.53,35.5128747,-79.2212517
0.000,508.91,84.53,35.5128456,-79.2212516
0.000,508.91,84.53,35.5128778,-79.2213331
0.001,508.91,84.55,35.5127431,-79.2173426
0.002,508.91,85.29,35.5127996,-79.2189900
0.000,508.91,85.47,35.5127774,-79.2189899
0.000,508.91,84.40,35.5127214,-79.2173425
0.001,508.91,92.55,35.5126896,-79.2156859
0.001,508.90,95.34,35.5116999,-79.2190397
0.001,508.90,96.91,35.5115423,-79.2190488
0.210,506.78,96.61,35.5193379,-79.2203927
0.000,506.79,94.41,35.5198241,-79.2210067
0.000,506.80,96.12,35.5187333,-79.2196410
0.000,506.80,95.18,35.5185038,-79.2193558
0.000,506.79,94.66,35.5197892,-79.2210393
0.000,506.80,95.67,35.5187112,-79.2196680
0.000,506.80,94.47,35.5184847,-79.2193824
0.000,506.84,95.82,35.5173723,-79.2179400
0.000,506.85,91.12,35.5167954,-79.2172160
0.393,506.75,90.79,35.5167652,-79.2172527
0.238,507.74,92.26,35.5145740,-79.2153161
0.000,507.29,90.33,35.5157029,-79.2162628
0.000,507.74,92.20,35.5145472,-79.2153651
0.000,508.88,95.30,35.5208544,-79.2213768
0.000,508.88,95.36,35.5208713,-79.2213592
0.000,508.88,92.32,35.5214464,-79.2221176
0.000,508.88,92.34,35.5214781,-79.2221572
0.000,508.88,92.44,35.5214664,-79.2220905
0.000,508.88,92.55,35.5214106,-79.2220727
0.000,508.88,92.75,35.5214386,-79.2220364
0.001,508.88,92.77,35.5214706,-79.2219947
0.000,508.88,96.26,35.5196704,-79.2198951
0.000,508.88,96.26,35.5197030,-79.2198500
0.000,508.88,95.97,35.5197435,-79.2199870
0.000,508.88,95.84,35.5197691,-79.2199484
0.000,508.88,96.25,35.5197077,-79.2199420
0.000,508.88,96.57,35.5196395,-79.2198564
0.000,508.88,99.16,35.5184911,-79.2183896
0.000,508.88,99.25,35.5185052,-79.2183667
0.000,508.88,92.81,35.5168576,-79.2165099
0.000,508.88,93.32,35.5168827,-79.2164563
0.001,508.88,93.05,35.5168984,-79.2165424
0.000,508.88,92.46,35.5157809,-79.2156688
0.000,508.88,92.92,35.5157958,-79.2156327
0.000,508.88,93.73,35.5159483,-79.2157959
0.000,508.87,93.84,35.5160214,-79.2156711
0.000,508.87,93.96,35.5160651,-79.2155966
0.115,508.86,98.95,35.5165303,-79.2148161
0.000,508.87,93.60,35.5160346,-79.2155735
0.000,508.92,95.80,35.5130280,-79.2139944
0.000,508.92,96.09,35.5130006,-79.2140534
0.000,508.92,97.55,35.5129617,-79.2145941
0.000,508.92,97.21,35.5130043,-79.2146047
0.000,508.91,95.80,35.5131289,-79.2140796
0.000,508.71,95.29,35.5133559,-79.2143026
0.000,508.83,95.46,35.5132266,-79.2141620
0.000,508.77,95.31,35.5133011,-79.2142249
0.000,509.12,106.53,35.5110139,-79.2124066
0.000,509.12,106.34,35.5109847,-79.2124626
0.000,509.48,108.15,35.5092892,-79.2111220
0.001,509.40,108.11,35.5096085,-79.2113753
0.000,509.35,108.23,35.5098821,-79.2115334
0.000,509.35,108.50,35.5098631,-79.2115744
0.000,509.14,106.73,35.5108501,-79.2122818
0.001,509.11,94.44,35.5095973,-79.2143037
0.000,509.11,94.57,35.5095732,-79.2142830
0.001,509.14,106.39,35.5108010,-79.2123785
0.000,508.91,96.61,35.5133134,-79.2137277
0.000,508.91,97.84,35.5133859,-79.2135896
0.000,508.91,96.66,35.5133432,-79.2137500
0.021,508.91,97.46,35.5135035,-79.2137655
0.000,508.91,97.53,35.5135297,-79.2137204
0.000,508.91,95.97,35.5132900,-79.2137724
0.000,508.91,95.54,35.5133335,-79.2138106
0.000,508.96,97.15,35.5126770,-79.2137054
0.002,509.09,101.95,35.5126350,-79.2106491
0.000,509.09,101.95,35.5125756,-79.2106586
0.000,508.96,96.83,35.5127067,-79.2136494
0.001,509.03,99.32,35.5128048,-79.2121433
0.000,509.03,99.46,35.5128752,-79.2121297
0.000,509.03,102.15,35.5142103,-79.2116358
0.000,509.29,109.83,35.5114652,-79.2062007
0.000,509.29,109.83,35.5114370,-79.2060753
0.000,509.29,109.64,35.5114149,-79.2062116
0.000,509.29,109.40,35.5112878,-79.2061311
0.001,510.44,80.90,35.5105420,-79.1963502
0.000,510.44,81.38,35.5105150,-79.1963418
0.000,509.73,85.67,35.5103548,-79.1992834
0.000,509.75,84.03,35.5103048,-79.1989707
