DEMAND,HEAD,PRESSURE,LAT,LON
0.000,616.06,93.69,35.4406088,-79.1426511
0.000,616.06,112.40,35.4405550,-79.1448075
0.000,616.19,100.47,35.4448022,-79.1405665
0.000,616.19,100.83,35.4448601,-79.1406060
0.000,616.13,100.24,35.4433871,-79.1436025
0.000,616.19,100.27,35.4448202,-79.1406782
0.001,616.19,100.05,35.4447504,-79.1408050
0.000,616.14,100.71,35.4434923,-79.1433663
0.000,616.14,100.49,35.4434665,-79.1434275
0.000,616.19,99.46,35.4447113,-79.1407702
0.000,616.14,101.06,35.4434503,-79.1433332
0.000,616.13,100.24,35.4434343,-79.1434986
0.001,616.13,93.31,35.4445844,-79.1442284
0.000,616.13,93.01,35.4446361,-79.1442612
0.000,616.13,93.13,35.4446214,-79.1441418
0.001,616.13,92.53,35.4447149,-79.1439227
0.000,616.13,93.31,35.4445872,-79.1441173
0.000,616.13,100.24,35.4434866,-79.1435318
0.000,616.06,91.11,35.4422918,-79.1394570
0.000,616.38,86.08,35.4452657,-79.1352783
0.001,616.39,85.80,35.4453551,-79.1351569
0.000,616.38,86.21,35.4452313,-79.1352459
0.001,616.19,89.87,35.4434533,-79.1377379
0.000,616.29,89.96,35.4443710,-79.1364919
0.000,616.29,89.91,35.4443382,-79.1364518
0.001,616.07,91.11,35.4423171,-79.1394015
0.000,616.37,86.81,35.4451713,-79.1354065
0.000,616.37,88.21,35.4475737,-79.1373657
0.000,616.37,89.45,35.4482439,-79.1379907
0.000,616.37,88.64,35.4474544,-79.1373096
0.000,616.37,84.77,35.4487590,-79.1355454
0.000,616.37,85.77,35.4488393,-79.1354368
0.000,616.37,84.97,35.4487292,-79.1355150
0.000,616.37,88.21,35.4475137,-79.1372295
0.000,616.37,88.06,35.4475788,-79.1371414
0.000,616.37,89.09,35.4462326,-79.1365546
0.000,616.37,87.89,35.4475170,-79.1371098
0.000,616.37,89.08,35.4462706,-79.1365082
0.001,616.37,86.85,35.4452281,-79.1354681
0.000,616.31,92.09,35.4499967,-79.1442877
0.000,616.31,92.09,35.4500311,-79.1443112
0.001,616.79,88.87,35.4510495,-79.1425582
0.000,616.79,89.16,35.4510836,-79.1425907
0.000,616.80,88.92,35.4511071,-79.1425526
0.002,616.76,88.96,35.4510045,-79.1427142
0.000,616.76,89.25,35.4510314,-79.1427389
0.003,616.83,88.25,35.4497117,-79.1415038
0.000,616.83,87.96,35.4497342,-79.1414604
0.001,616.86,90.16,35.4489222,-79.1406087
0.000,616.86,92.41,35.4486951,-79.1403450
0.000,616.86,89.94,35.4489675,-79.1406626
0.000,616.86,89.74,35.4489959,-79.1406302
0.003,616.89,87.31,35.4496479,-79.1397248
0.000,616.89,87.24,35.4496642,-79.1396940
0.001,616.82,88.70,35.4511706,-79.1424500
0.000,616.94,88.46,35.4515987,-79.1417901
0.000,616.98,87.95,35.4515809,-79.1415176
0.001,616.97,87.94,35.4515423,-79.1414819
0.003,616.94,84.24,35.4508064,-79.1407982
0.000,616.97,87.70,35.4515622,-79.1414422
0.000,616.94,83.90,35.4508309,-79.1407709
0.000,616.97,88.23,35.4517031,-79.1416303
0.000,616.36,91.75,35.4501037,-79.1441207
0.000,616.36,92.03,35.4501368,-79.1441589
0.000,616.34,91.74,35.4500505,-79.1442038
0.000,616.81,88.81,35.4511299,-79.1425158
0.000,616.81,94.03,35.4518188,-79.1432933
0.000,616.81,94.03,35.4518350,-79.1433097
0.000,616.81,93.91,35.4518414,-79.1432594
0.000,616.81,89.00,35.4511707,-79.1425645
0.001,616.97,91.50,35.4523816,-79.1422631
0.000,616.97,91.50,35.4524146,-79.1422940
0.000,616.97,91.50,35.4524020,-79.1422320
0.000,616.97,88.56,35.4517570,-79.1416806
0.000,616.98,88.28,35.4516424,-79.1415743
0.000,617.08,81.07,35.4535932,-79.1380142
0.003,617.09,81.07,35.4536312,-79.1379635
0.000,617.06,82.33,35.4532181,-79.1386389
0.000,617.06,82.08,35.4531867,-79.1386077
0.000,617.03,82.86,35.4526041,-79.1398348
0.000,617.03,82.86,35.4524729,-79.1397397
0.004,617.03,82.86,35.4524564,-79.1397278
0.000,617.03,82.86,35.4524961,-79.1397027
0.000,617.01,85.74,35.4521936,-79.1406375
0.000,617.01,85.29,35.4522324,-79.1405673
0.000,617.01,85.49,35.4521496,-79.1406104
0.000,617.01,85.07,35.4521877,-79.1405330
0.001,616.98,88.02,35.4516771,-79.1415178
0.000,617.03,82.84,35.4525523,-79.1397973
0.001,617.03,82.87,35.4525732,-79.1398948
0.000,616.97,76.32,35.4509910,-79.1348732
0.002,616.91,77.45,35.4502981,-79.1340572
0.000,616.97,76.56,35.4509667,-79.1349028
0.000,617.10,76.90,35.4522304,-79.1363102
0.000,617.06,76.81,35.4521582,-79.1362261
0.008,617.04,76.36,35.4519815,-79.1360238
0.004,617.04,76.53,35.4519590,-79.1360587
0.003,617.17,77.29,35.4523390,-79.1364412
0.007,617.17,77.03,35.4523973,-79.1363894
0.000,617.13,79.00,35.4529584,-79.1371787
0.000,617.13,79.00,35.4529356,-79.1372220
0.003,616.14,88.85,35.4464354,-79.1479414
0.001,616.14,88.63,35.4463998,-79.1480322
0.003,616.05,84.60,35.4468291,-79.1509745
0.001,616.12,82.31,35.4462944,-79.1496246
0.000,616.12,82.13,35.4462202,-79.1494369
0.001,616.12,81.97,35.4462012,-79.1493887
0.000,616.05,84.71,35.4468684,-79.1509546
0.000,616.12,81.59,35.4462381,-79.1493737
0.000,615.87,78.05,35.4483400,-79.1550861
0.000,616.12,82.02,35.4462426,-79.1494936
0.002,616.40,87.36,35.4526473,-79.1529851
0.000,616.21,90.18,35.4507904,-79.1517622
0.002,616.22,89.89,35.4508415,-79.1517936
0.000,616.22,89.88,35.4508612,-79.1517457
0.002,616.20,85.99,35.4489735,-79.1506661
0.002,616.21,90.67,35.4506582,-79.1516818
0.001,616.17,84.43,35.4480974,-79.1501458
0.001,616.19,85.22,35.4486569,-79.1504765
0.000,616.20,85.49,35.4488081,-79.1505668
0.002,616.26,87.27,35.4492024,-79.1495845
0.000,616.17,84.22,35.4481141,-79.1500888
0.000,616.20,85.40,35.4488436,-79.1504784
0.001,616.26,86.62,35.4491652,-79.1496770
0.000,616.12,81.54,35.4463070,-79.1494665
0.002,616.14,80.93,35.4470792,-79.1495379
0.001,616.14,80.74,35.4471063,-79.1494864
0.000,616.20,85.97,35.4489209,-79.1506345
0.001,616.19,85.97,35.4488634,-79.1507790
0.000,616.16,84.65,35.4483613,-79.1520413
0.000,616.15,84.05,35.4489046,-79.1523278
0.000,616.14,84.51,35.4489672,-79.1523768
0.000,616.19,85.97,35.4489157,-79.1508004
0.000,616.15,84.37,35.4489344,-79.1522520
0.000,616.12,84.64,35.4491880,-79.1532926
0.000,616.11,85.86,35.4494681,-79.1534788
0.000,616.12,84.29,35.4491480,-79.1534004
0.000,616.14,84.71,35.4489932,-79.1522959
0.000,616.16,84.49,35.4484009,-79.1520664
0.000,616.16,84.65,35.4483156,-79.1520123
0.000,616.16,83.80,35.4480547,-79.1515652
0.000,616.19,85.97,35.4488928,-79.1507050
0.000,616.27,87.61,35.4492464,-79.1496116
0.000,616.34,93.40,35.4511989,-79.1456684
0.001,616.34,93.37,35.4512576,-79.1456043
0.000,616.34,93.49,35.4510828,-79.1458137
0.000,616.34,93.47,35.4510375,-79.1457709
0.001,616.27,88.10,35.4492780,-79.1495333
0.002,616.29,95.50,35.4497671,-79.1483186
0.000,616.29,95.24,35.4497444,-79.1483751
0.000,616.29,95.87,35.4496957,-79.1482711
0.001,616.29,95.12,35.4496920,-79.1485050
0.000,616.29,95.31,35.4496219,-79.1484694
0.000,616.29,95.89,35.4495266,-79.1484210
0.003,616.29,95.84,35.4496516,-79.1483304
0.005,616.29,101.03,35.4474355,-79.1471690
0.000,616.25,90.33,35.4476044,-79.1426952
0.004,616.25,90.22,35.4475739,-79.1427492
0.001,616.31,92.09,35.4500740,-79.1443467
0.000,616.31,92.47,35.4500476,-79.1444087
0.000,616.99,86.91,35.4524845,-79.1476901
0.000,616.99,87.01,35.4524498,-79.1476042
0.000,617.00,88.92,35.4534148,-79.1466381
0.000,617.00,89.14,35.4534503,-79.1465980
0.000,617.00,88.48,35.4535354,-79.1468031
0.000,616.99,87.18,35.4525062,-79.1475672
0.000,617.00,88.34,35.4535924,-79.1467377
0.000,617.00,88.33,35.4535678,-79.1468475
0.000,617.00,88.05,35.4536623,-79.1469769
0.000,616.31,91.96,35.4499746,-79.1442727
0.000,616.31,99.35,35.4483918,-79.1466857
0.000,616.31,99.45,35.4478684,-79.1463435
0.000,616.31,99.45,35.4477861,-79.1462896
0.000,616.31,99.45,35.4477318,-79.1462541
0.000,616.31,97.17,35.4470601,-79.1458149
0.000,616.31,99.45,35.4477546,-79.1462079
0.002,616.31,88.62,35.4490806,-79.1456442
0.003,616.31,91.97,35.4499425,-79.1443248
0.002,616.31,88.32,35.4491229,-79.1455787
0.002,616.31,88.62,35.4491810,-79.1456351
0.002,616.40,92.12,35.4509602,-79.1506293
0.000,616.40,92.37,35.4509834,-79.1505731
0.000,616.40,93.00,35.4515687,-79.1494132
0.001,616.51,78.41,35.4539146,-79.1543922
0.001,616.23,85.09,35.4521574,-79.1539723
0.002,616.23,83.85,35.4508123,-79.1531963
0.000,616.23,83.82,35.4507487,-79.1531596
0.000,616.23,83.82,35.4507861,-79.1532568
0.001,616.23,85.08,35.4521091,-79.1539445
0.000,616.98,89.34,35.4533865,-79.1500125
0.000,616.98,89.37,35.4533253,-79.1501475
0.000,616.98,90.80,35.4527085,-79.1515085
0.000,616.21,90.34,35.4507270,-79.1517234
0.000,616.20,90.30,35.4506994,-79.1517960
0.000,616.12,86.37,35.4495927,-79.1534061
0.001,616.12,86.37,35.4496276,-79.1533487
0.000,616.12,86.37,35.4496601,-79.1533610
0.001,616.11,85.93,35.4495273,-79.1535217
0.000,615.20,86.40,35.4404660,-79.1536599
0.000,615.20,86.08,35.4405834,-79.1536171
0.000,615.20,86.25,35.4404483,-79.1535756
0.000,616.72,82.46,35.4546854,-79.1530628
0.000,616.71,83.48,35.4545373,-79.1529610
0.000,616.72,83.03,35.4546087,-79.1530101
0.000,616.72,82.15,35.4545773,-79.1530727
0.000,618.20,72.10,35.4619349,-79.1382637
0.001,618.22,72.11,35.4618794,-79.1382409
0.094,618.01,72.34,35.4618178,-79.1388803
0.000,617.94,72.42,35.4616871,-79.1393654
0.000,617.92,72.13,35.4616480,-79.1395106
0.000,617.89,71.69,35.4615938,-79.1397117
0.000,617.87,71.35,35.4615534,-79.1398620
0.000,617.92,71.84,35.4617116,-79.1395356
0.000,617.89,71.51,35.4616662,-79.1397446
0.000,617.87,71.09,35.4616352,-79.1398955
0.000,617.94,72.09,35.4617427,-79.1393905
0.000,618.01,72.02,35.4618724,-79.1389001
0.000,618.01,71.90,35.4619285,-79.1389204
0.000,617.80,69.76,35.4614111,-79.1403925
0.000,617.84,70.72,35.4614824,-79.1401266
0.000,617.84,70.88,35.4614283,-79.1401013
0.000,617.74,68.87,35.4613010,-79.1408025
0.000,617.74,68.87,35.4613330,-79.1408275
0.000,617.74,68.87,35.4613656,-79.1408532
0.000,617.55,68.49,35.4608974,-79.1421348
0.000,617.48,69.94,35.4606602,-79.1428964
0.000,617.48,69.62,35.4607100,-79.1429193
0.000,617.55,68.39,35.4609389,-79.1421619
0.005,617.36,73.82,35.4600556,-79.1447444
0.001,617.36,73.47,35.4601068,-79.1447793
0.000,617.29,74.30,35.4595821,-79.1461305
0.000,617.29,74.30,35.4596324,-79.1461634
0.001,617.28,74.31,35.4595439,-79.1462385
0.000,617.30,74.74,35.4596545,-79.1459256
0.001,617.11,82.46,35.4576027,-79.1495996
0.003,617.13,75.28,35.4581424,-79.1482570
0.000,617.13,75.19,35.4581975,-79.1482890
0.000,617.11,82.33,35.4576471,-79.1496206
0.000,617.14,74.79,35.4581627,-79.1482066
0.001,617.08,83.84,35.4570386,-79.1507133
0.001,617.08,83.75,35.4570851,-79.1507490
0.001,616.85,76.71,35.4563400,-79.1532293
0.000,616.85,77.04,35.4563883,-79.1532590
0.000,616.78,76.25,35.4561293,-79.1536785
0.000,616.77,83.18,35.4547946,-79.1528223
0.001,616.78,76.40,35.4560313,-79.1536155
0.000,616.77,83.18,35.4548771,-79.1528749
0.001,617.97,71.14,35.4625735,-79.1420434
0.001,617.97,70.67,35.4644837,-79.1436984
0.000,617.97,70.70,35.4645907,-79.1437888
0.000,617.97,70.79,35.4645633,-79.1438520
0.000,617.96,70.26,35.4645382,-79.1436009
0.049,617.96,70.70,35.4645956,-79.1434983
0.000,617.96,72.00,35.4625577,-79.1421558
0.000,617.21,80.77,35.4594381,-79.1504636
0.000,617.21,79.17,35.4596065,-79.1500291
0.000,617.21,78.78,35.4595625,-79.1500019
0.000,617.15,78.98,35.4585951,-79.1503368
0.000,617.18,76.86,35.4589396,-79.1496165
0.001,617.18,76.86,35.4589032,-79.1495918
0.000,617.12,84.84,35.4582028,-79.1511249
0.000,617.12,84.89,35.4581742,-79.1511806
0.000,617.10,86.26,35.4588126,-79.1516000
0.000,617.11,85.21,35.4584286,-79.1513053
0.000,617.11,85.50,35.4584065,-79.1513531
0.000,617.05,83.64,35.4580864,-79.1532522
0.000,617.05,83.74,35.4581094,-79.1532047
0.000,617.05,83.74,35.4581589,-79.1532443
0.001,617.05,83.74,35.4581281,-79.1531662
0.002,617.04,84.78,35.4596258,-79.1540667
0.001,617.04,85.26,35.4588922,-79.1536209
0.000,617.04,84.60,35.4596379,-79.1540276
0.000,617.04,85.73,35.4589102,-79.1535699
0.000,617.05,83.54,35.4580930,-79.1531420
0.000,617.05,83.68,35.4581454,-79.1531303
0.000,617.05,83.74,35.4581798,-79.1530592
0.000,617.04,81.18,35.4576106,-79.1527660
0.000,617.04,80.83,35.4576364,-79.1527122
0.000,617.03,81.13,35.4575156,-79.1527013
0.000,617.03,80.73,35.4575493,-79.1526296
0.000,617.03,80.70,35.4575076,-79.1525994
0.000,617.05,83.36,35.4581061,-79.1531036
0.000,617.05,83.60,35.4581434,-79.1530237
0.003,617.05,85.23,35.4585152,-79.1522278
0.000,617.05,86.15,35.4586656,-79.1523253
0.000,617.03,81.10,35.4575693,-79.1527379
0.000,617.14,74.67,35.4581906,-79.1481373
0.000,617.14,74.67,35.4582582,-79.1481752
0.000,617.19,76.86,35.4590973,-79.1497140
0.000,617.22,78.99,35.4596377,-79.1499636
0.000,617.17,76.85,35.4590747,-79.1496151
0.000,617.16,74.68,35.4593962,-79.1489417
0.000,617.16,74.68,35.4594349,-79.1489607
0.000,617.19,77.14,35.4590756,-79.1497826
0.000,617.21,78.61,35.4595865,-79.1499319
0.000,617.17,76.86,35.4591283,-79.1496483
0.000,617.16,74.68,35.4594158,-79.1489008
0.000,617.16,74.68,35.4594346,-79.1488614
0.000,617.15,80.84,35.4586362,-79.1505282
0.001,617.09,84.73,35.4581216,-79.1515956
0.000,617.09,84.89,35.4581415,-79.1516102
0.000,617.14,81.61,35.4585655,-79.1506763
0.000,617.14,81.19,35.4586015,-79.1506009
0.001,617.14,81.31,35.4586691,-79.1506456
0.002,617.11,82.90,35.4575903,-79.1497616
0.000,617.11,82.90,35.4575493,-79.1497327
0.000,617.13,80.79,35.4581830,-79.1503291
0.000,617.13,80.84,35.4582030,-79.1502885
0.000,617.14,80.76,35.4584170,-79.1504810
0.000,617.14,81.32,35.4585491,-79.1505669
0.000,617.15,79.63,35.4585616,-79.1504069
0.000,617.11,82.90,35.4575730,-79.1496735
0.001,617.11,82.75,35.4575357,-79.1496458
0.007,617.31,74.76,35.4597621,-79.1456210
0.000,617.15,86.38,35.4557548,-79.1403044
0.000,617.15,86.17,35.4556966,-79.1402357
0.000,617.13,74.67,35.4581424,-79.1481093
0.000,617.11,75.46,35.4573779,-79.1476649
0.000,617.11,75.13,35.4573556,-79.1477146
0.000,617.11,75.76,35.4572911,-79.1476144
0.000,617.12,88.53,35.4553394,-79.1422749
0.005,617.11,86.80,35.4556413,-79.1430893
0.005,617.11,86.80,35.4555962,-79.1431112
0.000,617.17,86.60,35.4562051,-79.1408364
0.002,617.15,86.38,35.4558028,-79.1403612
0.000,617.15,86.72,35.4556041,-79.1406181
0.000,617.17,86.76,35.4560956,-79.1409586
0.000,617.17,86.82,35.4559998,-79.1410655
0.025,617.23,81.35,35.4580077,-79.1430421
0.001,617.23,81.15,35.4580416,-79.1430104
0.006,617.27,81.53,35.4588230,-79.1443898
0.000,617.27,81.43,35.4588607,-79.1443642
0.000,617.31,75.10,35.4597024,-79.1457900
0.000,617.26,87.73,35.4663119,-79.1518450
0.013,617.26,87.85,35.4663781,-79.1518634
0.000,617.26,87.61,35.4661481,-79.1518734
0.000,617.26,87.43,35.4660907,-79.1518558
0.000,617.26,87.54,35.4661606,-79.1518028
0.000,617.26,87.73,35.4662545,-79.1518290
0.000,617.24,92.95,35.4657691,-79.1538055
0.004,617.24,93.36,35.4657588,-79.1538556
0.000,617.25,90.28,35.4659164,-79.1530385
0.000,617.25,90.11,35.4658623,-79.1530259
0.000,617.25,90.49,35.4660202,-79.1530674
0.000,617.24,92.57,35.4651026,-79.1536158
0.000,617.24,92.82,35.4651043,-79.1536880
0.000,617.24,92.49,35.4650664,-79.1536055
0.000,617.25,90.70,35.4660086,-79.1531249
0.000,617.25,90.76,35.4659782,-79.1532754
0.000,617.25,90.32,35.4660501,-79.1529093
0.000,617.25,90.10,35.4660689,-79.1528103
0.000,617.25,89.89,35.4660761,-79.1527720
0.000,617.25,89.89,35.4660957,-79.1526686
0.000,617.25,89.89,35.4661035,-79.1526271
0.000,617.25,90.50,35.4661356,-79.1529297
0.000,617.25,90.23,35.4661503,-79.1528276
0.000,617.25,90.04,35.4661570,-79.1527969
0.000,617.25,89.89,35.4661770,-79.1526932
0.002,617.18,89.86,35.4661850,-79.1526479
0.004,617.26,88.16,35.4648438,-79.1514354
0.002,617.28,88.20,35.4641573,-79.1505694
0.000,617.27,88.49,35.4647707,-79.1514151
0.000,617.28,88.68,35.4641863,-79.1505300
0.013,617.30,83.81,35.4631714,-79.1494174
0.001,617.33,80.91,35.4621448,-79.1483016
0.000,617.30,83.47,35.4632070,-79.1493780
0.000,617.33,81.11,35.4621639,-79.1482745
0.000,617.37,77.19,35.4610569,-79.1474032
0.000,617.37,77.42,35.4610862,-79.1473556
0.000,617.31,74.75,35.4597382,-79.1458453
0.000,617.34,76.00,35.4602702,-79.1465967
0.000,617.37,77.09,35.4610048,-79.1473552
0.012,617.40,77.48,35.4609861,-79.1471278
0.000,617.38,77.17,35.4610427,-79.1472769
0.000,617.35,76.19,35.4604602,-79.1468147
0.000,617.35,76.18,35.4604985,-79.1467487
0.001,617.20,72.56,35.4590021,-79.1476352
0.000,617.21,72.55,35.4591053,-79.1474110
0.000,617.20,74.11,35.4599131,-79.1481168
0.000,617.20,74.27,35.4600262,-79.1481766
0.000,617.20,73.83,35.4600586,-79.1477036
0.000,617.21,73.40,35.4596817,-79.1477243
0.002,617.21,73.40,35.4597140,-79.1477419
0.000,617.21,73.40,35.4596556,-79.1477742
0.000,617.20,72.53,35.4590452,-79.1476579
0.000,617.16,74.66,35.4594888,-79.1488934
0.000,617.16,75.55,35.4598230,-79.1490910
0.000,617.34,76.06,35.4603215,-79.1466649
0.000,617.42,72.52,35.4603287,-79.1439086
0.000,617.41,72.19,35.4603734,-79.1439333
0.000,617.34,76.24,35.4603470,-79.1466092
0.002,617.36,78.27,35.4613616,-79.1476907
0.000,617.36,79.88,35.4621694,-79.1456051
0.000,617.36,78.55,35.4619866,-79.1451586
0.000,617.36,79.97,35.4622139,-79.1456051
0.001,617.52,69.00,35.4608219,-79.1423773
0.000,617.48,70.22,35.4606248,-79.1430071
0.000,617.52,72.78,35.4617197,-79.1429041
0.000,617.52,73.75,35.4617781,-79.1429384
0.000,617.52,72.90,35.4617050,-79.1429577
0.000,617.48,70.67,35.4605838,-79.1429872
0.002,617.47,76.94,35.4604446,-79.1429194
0.000,617.47,77.34,35.4594781,-79.1424489
0.000,617.52,68.99,35.4608388,-79.1423229
0.005,617.21,84.67,35.4567917,-79.1414244
0.000,617.22,84.55,35.4568257,-79.1413815
0.000,617.24,84.25,35.4570449,-79.1411648
0.000,617.24,84.25,35.4570979,-79.1412602
0.000,617.24,84.25,35.4570218,-79.1411319
0.000,617.36,73.55,35.4587139,-79.1415488
0.001,617.49,69.10,35.4604680,-79.1421319
0.000,617.36,73.63,35.4586958,-79.1416203
0.000,617.49,69.62,35.4604460,-79.1422175
0.000,617.52,69.20,35.4607551,-79.1422798
0.002,618.71,71.45,35.4625683,-79.1356881
0.000,618.71,71.25,35.4624964,-79.1356595
0.000,618.21,72.10,35.4618635,-79.1383001
0.000,618.21,72.10,35.4618161,-79.1382807
0.000,618.11,71.07,35.4613815,-79.1400900
0.000,618.11,71.17,35.4613480,-79.1400753
0.002,617.99,71.38,35.4623361,-79.1418390
0.000,618.19,72.10,35.4618242,-79.1384468
0.000,617.37,77.64,35.4540924,-79.1365572
0.000,617.37,77.42,35.4540649,-79.1366270
0.000,617.48,78.65,35.4551599,-79.1368461
0.001,617.59,75.87,35.4562388,-79.1368070
0.000,617.59,75.52,35.4562387,-79.1368554
0.000,617.48,78.45,35.4551599,-79.1368786
0.001,617.70,76.06,35.4573319,-79.1369511
0.002,617.82,76.90,35.4584414,-79.1372086
0.000,617.82,77.33,35.4584338,-79.1372762
0.000,617.70,76.33,35.4573266,-79.1370121
0.000,617.92,77.04,35.4593891,-79.1374264
0.000,617.93,76.92,35.4594794,-79.1374535
0.000,618.04,74.63,35.4605200,-79.1378743
0.000,618.04,74.63,35.4605039,-79.1379265
0.000,617.93,77.17,35.4594684,-79.1375102
0.000,618.18,72.09,35.4617605,-79.1384188
0.000,617.91,76.85,35.4592807,-79.1373981
0.000,617.91,76.74,35.4593004,-79.1373065
0.000,617.91,78.28,35.4593291,-79.1371733
0.001,617.91,81.49,35.4595862,-79.1359782
0.000,617.91,83.73,35.4593234,-79.1345948
0.005,617.91,83.67,35.4593454,-79.1340853
0.000,617.91,79.29,35.4592834,-79.1371652
0.000,617.91,81.57,35.4595511,-79.1359610
0.000,617.91,83.94,35.4592836,-79.1346028
0.001,619.19,74.40,35.4645045,-79.1341470
0.003,619.19,78.56,35.4652559,-79.1350855
0.002,619.18,73.31,35.4637259,-79.1352327
0.000,619.18,72.08,35.4636491,-79.1350327
0.000,619.19,78.36,35.4651949,-79.1350890
0.000,619.18,73.09,35.4637706,-79.1351917
0.000,617.97,74.89,35.4665931,-79.1469441
0.000,617.97,76.07,35.4657146,-79.1458257
0.000,617.97,75.91,35.4656751,-79.1457904
0.000,617.97,76.61,35.4656601,-79.1459177
0.000,617.96,81.23,35.4671986,-79.1495187
0.000,617.96,81.10,35.4672772,-79.1494893
0.000,617.96,73.91,35.4666345,-79.1468269
0.002,617.92,71.67,35.4671230,-79.1457020
0.000,617.97,74.96,35.4666396,-79.1470823
0.000,617.97,74.80,35.4666182,-79.1470188
0.000,617.97,74.50,35.4667189,-79.1470417
0.000,617.18,86.40,35.4563660,-79.1409266
0.001,617.18,86.13,35.4568655,-79.1400177
0.000,617.18,85.99,35.4568831,-79.1399800
0.000,617.18,86.40,35.4568114,-79.1399779
0.000,617.18,86.40,35.4564387,-79.1408325
0.000,617.15,86.38,35.4557810,-79.1403353
0.000,617.18,86.40,35.4564169,-79.1408607
0.001,617.18,77.48,35.4567751,-79.1377758
0.000,617.18,77.81,35.4568152,-79.1377983
0.000,617.18,77.35,35.4567983,-79.1377219
0.000,617.18,83.00,35.4561663,-79.1391497
0.000,617.18,83.22,35.4561959,-79.1391701
0.000,617.15,86.38,35.4558066,-79.1402973
0.000,617.15,85.95,35.4557532,-79.1401396
0.000,617.18,86.40,35.4563870,-79.1408256
0.000,617.18,85.60,35.4557753,-79.1400309
0.000,617.18,85.45,35.4557970,-79.1399820
0.000,617.18,85.10,35.4557344,-79.1399168
0.001,617.18,83.16,35.4548534,-79.1389908
0.000,617.13,86.63,35.4555520,-79.1405712
0.001,617.09,81.70,35.4539743,-79.1383294
0.000,617.09,81.95,35.4539500,-79.1383690
0.000,617.13,86.45,35.4555232,-79.1405438
0.004,617.09,81.92,35.4540070,-79.1383636
0.002,617.09,86.79,35.4544125,-79.1397016
0.000,617.09,86.80,35.4543789,-79.1397260
0.001,616.94,87.59,35.4536818,-79.1402327
0.000,617.09,86.71,35.4543741,-79.1395962
0.000,617.09,86.62,35.4543346,-79.1396276
0.000,617.10,77.27,35.4570672,-79.1472124
0.000,617.10,76.23,35.4571566,-79.1474927
0.013,617.10,82.89,35.4566321,-79.1458351
0.000,617.10,82.89,35.4565646,-79.1458683
0.001,617.10,77.69,35.4569992,-79.1472429
0.001,617.10,81.76,35.4563403,-79.1469020
0.002,617.10,82.14,35.4562626,-79.1468858
0.000,617.10,83.76,35.4560927,-79.1461003
0.000,617.10,83.76,35.4561662,-79.1460642
0.000,617.10,82.93,35.4564779,-79.1459109
0.004,617.10,83.76,35.4555405,-79.1462396
0.001,617.10,82.89,35.4564522,-79.1458477
0.002,617.10,83.76,35.4555131,-79.1461867
0.004,617.10,82.89,35.4562642,-79.1466298
0.000,617.10,83.06,35.4562208,-79.1466538
0.000,617.10,82.50,35.4562753,-79.1467653
0.000,617.10,83.76,35.4561225,-79.1461923
0.000,617.00,88.05,35.4540266,-79.1462471
0.000,617.00,88.05,35.4541023,-79.1461620
0.000,617.08,79.16,35.4566564,-79.1489881
0.001,617.08,79.41,35.4565537,-79.1488991
0.000,617.07,81.93,35.4556201,-79.1481404
0.000,617.07,82.34,35.4555536,-79.1480884
0.000,617.07,82.02,35.4556339,-79.1481067
0.000,617.04,86.28,35.4548336,-79.1474910
0.000,617.04,86.75,35.4547612,-79.1473829
0.000,617.03,86.76,35.4546627,-79.1472306
0.000,617.04,86.51,35.4547932,-79.1473454
0.000,617.03,86.76,35.4546911,-79.1471960
0.000,617.01,87.62,35.4541575,-79.1464495
0.000,617.01,87.62,35.4541160,-79.1463853
0.000,617.01,87.73,35.4540797,-79.1463293
0.000,617.01,87.62,35.4542108,-79.1463931
0.000,617.01,87.26,35.4542575,-79.1463438
0.000,617.01,87.19,35.4543022,-79.1462966
0.000,617.01,87.19,35.4543919,-79.1462017
0.000,617.01,87.62,35.4541212,-79.1462860
0.001,617.08,79.25,35.4565994,-79.1489429
0.000,617.05,84.88,35.4561775,-79.1499100
0.000,617.05,84.79,35.4562126,-79.1499243
0.000,617.05,85.47,35.4561223,-79.1500363
0.000,617.05,84.60,35.4553019,-79.1494747
0.000,617.05,84.60,35.4552450,-79.1494358
0.000,617.05,84.60,35.4553110,-79.1494440
0.000,617.10,75.96,35.4572140,-79.1475696
0.000,617.10,75.96,35.4571850,-79.1476343
0.000,617.09,76.35,35.4570732,-79.1478843
0.001,617.07,82.53,35.4555169,-79.1480596
0.000,617.09,76.65,35.4570352,-79.1478595
0.000,617.07,82.44,35.4555404,-79.1480082
0.001,617.08,82.36,35.4558711,-79.1472857
0.000,617.08,82.49,35.4558583,-79.1472425
0.001,617.08,83.83,35.4570567,-79.1506715
0.000,617.08,84.16,35.4570140,-79.1506425
0.000,617.05,85.44,35.4561510,-79.1500558
0.001,617.05,85.33,35.4562473,-79.1501213
0.000,617.05,85.39,35.4562011,-79.1500898
0.000,617.05,85.22,35.4561482,-79.1499770
0.000,617.05,88.07,35.4596184,-79.1526738
0.000,617.26,84.04,35.4619684,-79.1523289
0.000,617.26,84.27,35.4621735,-79.1524524
0.000,617.26,83.78,35.4619832,-79.1522882
0.000,617.26,84.88,35.4612162,-79.1518967
0.000,617.26,84.99,35.4612023,-79.1519354
0.000,617.26,81.65,35.4614935,-79.1510800
0.001,617.26,81.52,35.4615256,-79.1509976
