OBJECTID,ELEVATION,TRAVEL,LON,LAT
408.00000,315.10083,27.99000,-79.2246081,35.5098959
409.00000,313.30633,27.99000,-79.2256515,35.5107243
410.00000,339.41183,27.99000,-79.2242052,35.5108861
411.00000,305.99991,27.99000,-79.2264797,35.5119522
412.00000,296.62352,31.85000,-79.2275966,35.5125315
413.00000,288.96169,31.85000,-79.2272728,35.5134042
414.00000,326.77947,28.32000,-79.2274846,35.5085278
415.00000,331.40654,28.32000,-79.2281822,35.5093542
416.00000,311.35572,28.09000,-79.2275049,35.5101535
417.00000,328.94306,35.14000,-79.2353931,35.5137093
418.00000,325.02414,40.65000,-79.2362631,35.5145844
419.00000,376.47785,33.81000,-79.2282658,35.5025259
420.00000,343.35878,39.81000,-79.2364983,35.4894583
421.00000,331.75445,36.48000,-79.2374441,35.4904674
422.00000,316.38581,36.48000,-79.2385177,35.4916928
423.00000,316.89137,36.48000,-79.2395591,35.4923280
424.00000,298.51040,36.48000,-79.2391687,35.4929716
425.00000,311.68648,36.48000,-79.2399227,35.4911142
426.00000,316.06775,36.48000,-79.2395760,35.4904584
427.00000,314.08238,36.48000,-79.2391102,35.4894878
428.00000,331.01992,36.40000,-79.2378686,35.4893907
429.00000,307.54980,47.38000,-79.2376887,35.4882377
430.00000,286.18009,30.72000,-79.2093908,35.5081216
431.00000,265.77329,23.38000,-79.2127119,35.5108217
432.00000,290.54268,23.62000,-79.2140875,35.5096717
433.00000,294.19077,23.78000,-79.2155854,35.5091916
434.00000,309.00081,23.98000,-79.2172160,35.5089431
435.00000,320.38234,24.18000,-79.2189678,35.5085822
436.00000,315.28410,24.18000,-79.2185766,35.5073436
437.00000,333.74035,24.44000,-79.2199456,35.5070172
438.00000,324.01652,24.44000,-79.2203011,35.5082721
439.00000,354.13232,29.78000,-79.2200294,35.5053558
440.00000,292.03380,29.78000,-79.2187451,35.5049937
441.00000,324.09055,24.23000,-79.2186283,35.5062878
442.00000,485.68644,57.36000,-79.2251628,35.4383596
443.00000,491.08335,57.43000,-79.2261670,35.4384929
444.00000,476.90332,90.96000,-79.2231313,35.4480304
445.00000,465.66000,73.04000,-79.2264390,35.4528277
446.00000,466.09538,89.18000,-79.2250000,35.4538001
447.00000,434.52522,103.08000,-79.2222936,35.4518690
448.00000,420.35272,106.60000,-79.2200535,35.4524563
449.00000,420.33312,89.82000,-79.2189302,35.4513940
450.00000,444.02291,89.82000,-79.2198450,35.4501167
451.00000,436.71115,90.41000,-79.2215579,35.4537920
452.00000,431.78247,55.78000,-79.2230450,35.4549934
453.00000,410.26009,55.18000,-79.2224645,35.4569547
454.00000,420.32508,56.21000,-79.2247568,35.4562581
455.00000,448.42200,68.69000,-79.2286226,35.4522411
456.00000,462.53766,52.19000,-79.2296273,35.4563518
457.00000,426.55296,48.84000,-79.2256731,35.4641123
458.00000,431.94184,48.84000,-79.2273986,35.4647289
459.00000,438.98362,48.84000,-79.2284329,35.4657677
460.00000,427.43733,48.84000,-79.2288650,35.4664590
461.00000,414.27693,48.84000,-79.2288159,35.4675967
462.00000,406.77905,48.84000,-79.2291589,35.4681011
463.00000,396.55392,49.98000,-79.2301549,35.4683327
464.00000,402.76847,50.01000,-79.2314884,35.4682184
465.00000,421.94608,48.84000,-79.2308965,35.4667204
466.00000,415.73991,48.84000,-79.2323507,35.4657695
467.00000,415.19215,49.98000,-79.2332949,35.4663577
468.00000,407.55736,51.00000,-79.2357949,35.4684969
469.00000,415.86909,51.59000,-79.2384102,35.4704750
470.00000,406.55847,50.46000,-79.2356528,35.4742047
471.00000,335.25310,54.84000,-79.2261986,35.4785442
472.00000,336.79065,54.84000,-79.2268976,35.4799947
473.00000,358.01273,148.65000,-79.2276172,35.4815592
474.00000,330.48460,54.79000,-79.2284202,35.4845418
475.00000,335.87987,54.84000,-79.2275042,35.4779700
476.00000,349.38595,54.84000,-79.2286738,35.4775601
477.00000,367.00562,49.78000,-79.2299238,35.4771126
478.00000,356.96493,49.78000,-79.2310152,35.4773680
479.00000,347.73641,49.78000,-79.2299972,35.4778216
480.00000,354.17724,54.84000,-79.2290347,35.4778825
481.00000,350.53346,54.84000,-79.2299812,35.4792244
482.00000,348.97583,49.78000,-79.2305989,35.4784347
483.00000,350.68140,49.78000,-79.2314080,35.4780922
484.00000,353.62425,47.41000,-79.2305871,35.4807359
485.00000,351.47232,75.23000,-79.2304204,35.4797756
486.00000,377.59682,47.41000,-79.2316838,35.4796337
487.00000,336.73451,47.41000,-79.2311677,35.4817895
488.00000,358.79878,47.41000,-79.2320497,35.4810767
489.00000,380.48568,49.78000,-79.2314400,35.4765658
490.00000,405.89444,49.44000,-79.2365638,35.4755658
491.00000,356.39408,56.86000,-79.2354695,35.4827135
