OBJECTID,ELEVATION,TRAVEL,LON,LAT
492.00000,335.55098,47.41000,-79.2346480,35.4836965
493.00000,359.62924,47.41000,-79.2347831,35.4821743
494.00000,351.44018,47.41000,-79.2344286,35.4827188
495.00000,326.00930,47.41000,-79.2314127,35.4827082
496.00000,343.84327,47.41000,-79.2325356,35.4827255
497.00000,325.93598,47.41000,-79.2331641,35.4837325
498.00000,342.07804,88.85000,-79.2357713,35.4840555
499.00000,334.05883,88.85000,-79.2356061,35.4846044
500.00000,313.13870,47.38000,-79.2356185,35.4856926
501.00000,341.85923,88.85000,-79.2373917,35.4845855
502.00000,325.97326,88.85000,-79.2374561,35.4856708
503.00000,315.94682,47.38000,-79.2379263,35.4867120
504.00000,319.48131,47.38000,-79.2388631,35.4867757
505.00000,326.71569,88.85000,-79.2388001,35.4858153
506.00000,335.05231,88.85000,-79.2383407,35.4847803
507.00000,356.65503,88.85000,-79.2377872,35.4837154
508.00000,353.95280,88.85000,-79.2374483,35.4829195
509.00000,354.63905,88.85000,-79.2374408,35.4822456
510.00000,368.54702,88.85000,-79.2385346,35.4819604
511.00000,352.88703,88.85000,-79.2401917,35.4814862
512.00000,342.86408,88.85000,-79.2403932,35.4822320
513.00000,355.00894,88.85000,-79.2386609,35.4828988
514.00000,335.65730,88.85000,-79.2395241,35.4833774
515.00000,323.13286,40.65000,-79.2358462,35.5150547
516.00000,315.77071,35.14000,-79.2343622,35.5148121
517.00000,293.58272,35.14000,-79.2332067,35.5143691
518.00000,308.37026,35.14000,-79.2319576,35.5150053
519.00000,317.52690,35.14000,-79.2305173,35.5152212
520.00000,301.03216,35.14000,-79.2293610,35.5152479
521.00000,292.94417,35.14000,-79.2294363,35.5164614
522.00000,276.00361,35.14000,-79.2298106,35.5174172
523.00000,310.60841,35.14000,-79.2309894,35.5173901
524.00000,307.38394,35.14000,-79.2319311,35.5172849
525.00000,286.56388,44.97000,-79.2143897,35.5130262
526.00000,298.38892,44.98000,-79.2156724,35.5126005
527.00000,314.08364,45.08000,-79.2172923,35.5127169
528.00000,312.25595,45.08000,-79.2189870,35.5127860
529.00000,310.15586,24.18000,-79.2203152,35.5128299
530.00000,314.92678,24.44000,-79.2213184,35.5128684
531.00000,295.89605,24.44000,-79.2213650,35.5118598
532.00000,286.34573,24.18000,-79.2193566,35.5117453
533.00000,284.46715,24.18000,-79.2190506,35.5112570
534.00000,309.00234,24.18000,-79.2190947,35.5100380
535.00000,299.77403,23.98000,-79.2180421,35.5116909
536.00000,310.25459,44.98000,-79.2165277,35.5118260
537.00000,260.11852,23.24000,-79.2116038,35.5098064
538.00000,272.09970,30.72000,-79.2103542,35.5081590
539.00000,306.53061,31.52000,-79.2088947,35.5062267
540.00000,295.09102,30.13000,-79.2075649,35.5043793
541.00000,352.64790,28.29000,-79.2262019,35.5056327
542.00000,353.13368,28.09000,-79.2246422,35.5067360
543.00000,354.89711,39.86000,-79.2232915,35.5073137
544.00000,332.67199,38.49000,-79.2236539,35.5062969
545.00000,318.17887,41.86000,-79.2224948,35.5057006
546.00000,331.63667,33.21000,-79.1851210,35.5270202
547.00000,332.52242,23.87000,-79.1830927,35.5273041
548.00000,324.78853,32.50000,-79.1828296,35.5284877
549.00000,330.67448,23.87000,-79.1832732,35.5279536
550.00000,335.49127,33.25000,-79.1852610,35.5257643
551.00000,337.62591,33.43000,-79.1849197,35.5243141
552.00000,341.45155,33.48000,-79.1848339,35.5228373
553.00000,349.24091,33.67000,-79.1853366,35.5217660
554.00000,361.90559,34.38000,-79.1893378,35.5219839
555.00000,356.87145,34.68000,-79.1915682,35.5232589
556.00000,351.49138,34.68000,-79.1926631,35.5250026
557.00000,353.20296,34.81000,-79.1943536,35.5264567
558.00000,354.95866,35.55000,-79.1966130,35.5276395
559.00000,353.86764,35.85000,-79.1992240,35.5286239
560.00000,342.60746,36.19000,-79.2010685,35.5291408
561.00000,346.70961,36.19000,-79.2013203,35.5295682
562.00000,349.01049,36.21000,-79.2037202,35.5299265
563.00000,348.68866,36.55000,-79.2057832,35.5307954
564.00000,334.39551,36.79000,-79.2075062,35.5320187
565.00000,337.45715,36.79000,-79.2082757,35.5323302
566.00000,335.72902,37.25000,-79.2107742,35.5335419
567.00000,337.88866,37.83000,-79.2133797,35.5347305
568.00000,276.46505,38.20000,-79.2171062,35.5380318
569.00000,309.94664,38.29000,-79.2176188,35.5396802
570.00000,246.45957,38.26000,-79.2173346,35.5445126
571.00000,269.13877,38.22000,-79.2170667,35.5468868
572.00000,245.20998,40.45000,-79.2199949,35.5471422
573.00000,269.84986,42.39000,-79.2395918,35.5471448
574.00000,276.95580,42.51000,-79.2401067,35.5467763
575.00000,282.83352,75.82000,-79.2409152,35.5373129
576.00000,311.99447,61.07000,-79.2397869,35.5291426
577.00000,310.59756,40.97000,-79.2423889,35.5201864
578.00000,314.18628,40.58000,-79.2421700,35.5195914
579.00000,320.59762,40.58000,-79.2410582,35.5195913
580.00000,310.00121,42.35000,-79.2357655,35.5162816
581.00000,294.98871,40.65000,-79.2338294,35.5175380
582.00000,299.55497,42.35000,-79.2339472,35.5186686
583.00000,300.58765,42.35000,-79.2347407,35.5185789
584.00000,287.21443,111.71000,-79.2275937,35.5249822
585.00000,284.09953,108.61000,-79.2285052,35.5257091
586.00000,277.21073,117.24000,-79.2253363,35.5230658
587.00000,298.61859,124.47000,-79.2223304,35.5207398
588.00000,287.82148,51.29000,-79.2196121,35.5186158
589.00000,287.15731,127.21000,-79.2209708,35.5196957
590.00000,298.66583,48.02000,-79.2172725,35.5167256
591.00000,300.65592,45.30000,-79.2161340,35.5153837
592.00000,296.73379,45.08000,-79.2153634,35.5144988
593.00000,297.62417,114.82000,-79.1899277,35.4683482
594.00000,296.66573,114.82000,-79.1907328,35.4688312
595.00000,316.37293,112.41000,-79.1878626,35.4695246
596.00000,304.12528,112.41000,-79.1892146,35.4695148
597.00000,314.59037,113.11000,-79.1886513,35.4703450
598.00000,320.35673,27.69000,-79.1864290,35.4685427
599.00000,309.62714,27.69000,-79.1868687,35.4679149
600.00000,311.83856,27.69000,-79.1866217,35.4667507
601.00000,324.67049,27.69000,-79.1856125,35.4660381
602.00000,327.25253,40.31000,-79.1842277,35.4650294
603.00000,326.82076,29.69000,-79.1843222,35.4682192
604.00000,341.25647,29.58000,-79.1832900,35.4683020
605.00000,344.16172,116.40000,-79.1880605,35.4721213
606.00000,350.39994,116.40000,-79.1878955,35.4728831
607.00000,335.65621,55.04000,-79.1875669,35.4753595
608.00000,348.10949,29.69000,-79.1838542,35.4662636
609.00000,310.15320,40.31000,-79.1834246,35.4645649
610.00000,360.17974,29.52000,-79.1827974,35.4670226
611.00000,346.06089,40.31000,-79.1826956,35.4657690
612.00000,329.06950,40.31000,-79.1825592,35.4651334
613.00000,285.29577,48.16000,-79.2138696,35.5135714
614.00000,292.46080,45.28000,-79.2157511,35.5160233
615.00000,292.38079,48.02000,-79.2164563,35.5170088
616.00000,282.91438,48.02000,-79.2159473,35.5176517
617.00000,280.99730,45.56000,-79.2153434,35.5181088
618.00000,277.48118,45.56000,-79.2150745,35.5173511
619.00000,295.30305,124.47000,-79.2219530,35.5214407
620.00000,286.41825,127.17000,-79.2210514,35.5207204
621.00000,284.98212,124.47000,-79.2229219,35.5222150
622.00000,287.14829,117.24000,-79.2248395,35.5240449
623.00000,275.58360,128.93000,-79.2107999,35.5126476
624.00000,257.85055,146.00000,-79.2061984,35.5112709
625.00000,253.95469,145.93000,-79.2046982,35.5112139
626.00000,291.93804,146.30000,-79.2017836,35.5124637
627.00000,255.77817,145.93000,-79.2037890,35.5137301
628.00000,327.95033,145.97000,-79.2041246,35.5173144
629.00000,275.50510,143.03000,-79.2055440,35.5155260
630.00000,288.54455,143.03000,-79.2056594,35.5164615
631.00000,286.27906,143.03000,-79.2057241,35.5174091
632.00000,297.08280,143.03000,-79.2049822,35.5182763
633.00000,277.31178,128.93000,-79.2063946,35.5182462
634.00000,281.94389,128.93000,-79.2059856,35.5191424
635.00000,296.35892,145.93000,-79.2041719,35.5155172
636.00000,312.57985,128.25000,-79.1992550,35.5103433
637.00000,323.30433,128.39000,-79.1990568,35.5078221
638.00000,324.79605,128.58000,-79.1961920,35.5105745
639.00000,305.58438,128.56000,-79.1954654,35.5088578
640.00000,278.56662,128.40000,-79.1953779,35.5067878
641.00000,323.85477,33.80000,-79.1964181,35.5040188
642.00000,312.77825,33.65000,-79.1957616,35.5040004
643.00000,329.36249,33.42000,-79.1941479,35.5038500
644.00000,380.87768,32.24000,-79.1794951,35.5012158
645.00000,372.55557,32.52000,-79.1820403,35.5016575
646.00000,342.75443,32.52000,-79.1815930,35.5026275
647.00000,350.99271,32.52000,-79.1814132,35.5032395
648.00000,333.81180,33.20000,-79.1813841,35.5046460
649.00000,359.22972,401.13000,-79.1813688,35.5059797
650.00000,339.76541,35.69000,-79.1813801,35.5072030
651.00000,338.27399,38.14000,-79.1822188,35.5072912
652.00000,359.40491,37.71000,-79.1829735,35.5083699
653.00000,351.48434,401.13000,-79.1832552,35.5071169
654.00000,317.98801,401.13000,-79.1832541,35.5056779
655.00000,319.90329,32.66000,-79.1830746,35.5043218
656.00000,343.64997,32.54000,-79.1821612,35.5034076
657.00000,366.51493,35.69000,-79.1814524,35.5080995
658.00000,365.23326,33.82000,-79.1790043,35.5078525
659.00000,372.48740,33.82000,-79.1797961,35.5078628
660.00000,341.78368,38.14000,-79.1862838,35.5075732
661.00000,343.95059,401.13000,-79.1852561,35.5068312
662.00000,346.99849,401.13000,-79.1858709,35.5061796
663.00000,352.64763,128.58000,-79.1933813,35.5110850
664.00000,288.29533,205.21000,-79.1966712,35.5022766
665.00000,260.76743,205.20000,-79.1974217,35.5021047
666.00000,268.69798,205.21000,-79.1983476,35.5025268
667.00000,297.66112,33.36000,-79.1942891,35.5019866
668.00000,321.36304,33.39000,-79.1942059,35.5030239
669.00000,311.06777,33.49000,-79.1933612,35.5003813
670.00000,308.68231,33.51000,-79.1941728,35.5003929
671.00000,300.03704,205.20000,-79.1965416,35.5004868
672.00000,301.33231,205.20000,-79.1967347,35.5010445
673.00000,276.52319,25.36000,-79.1988911,35.5005808
674.00000,286.37164,205.20000,-79.1979049,35.5003786
675.00000,292.45677,25.36000,-79.1977467,35.4996033
676.00000,360.01643,37.90000,-79.1817351,35.4674130
677.00000,376.36461,37.89000,-79.1804959,35.4674870
678.00000,334.48932,40.46000,-79.1805612,35.4658140
679.00000,373.20269,36.41000,-79.1804262,35.4686149
680.00000,371.17635,49.02000,-79.1802042,35.4698331
681.00000,354.15989,44.17000,-79.1811979,35.4721365
682.00000,335.04027,22.02000,-79.1812703,35.4749915
683.00000,312.24577,22.02000,-79.1812794,35.4763331
684.00000,323.59379,21.74000,-79.1802274,35.4765239
685.00000,340.71913,21.44000,-79.1790848,35.4765944
686.00000,345.21467,21.31000,-79.1786262,35.4766238
687.00000,349.24532,276.32000,-79.1819343,35.4745653
688.00000,366.62218,117.69000,-79.1833966,35.4733276
689.00000,337.26382,31.27000,-79.1833273,35.4754630
690.00000,343.95218,31.38000,-79.1848291,35.4755946
691.00000,342.31570,117.80000,-79.1849181,35.4737957
692.00000,355.79490,42.68000,-79.1808151,35.4735464
693.00000,360.21308,117.69000,-79.1835460,35.4723969
694.00000,359.40180,117.80000,-79.1849932,35.4723959
695.00000,344.47916,34.52000,-79.1821546,35.4710715
696.00000,367.65680,30.69000,-79.1791729,35.4685763
697.00000,371.57423,32.19000,-79.1794358,35.4674261
698.00000,332.77942,40.18000,-79.1795455,35.4657590
699.00000,335.31750,33.74000,-79.1784863,35.4650278
700.00000,340.70349,33.74000,-79.1783778,35.4663042
701.00000,339.63471,31.66000,-79.1775771,35.4663288
702.00000,356.02583,32.81000,-79.1775067,35.4673666
703.00000,356.32650,30.89000,-79.1782863,35.4675477
704.00000,368.96123,28.79000,-79.1782137,35.4685444
705.00000,378.17324,30.64000,-79.1781153,35.4695818
706.00000,378.34841,31.44000,-79.1783230,35.4697704
707.00000,343.65419,34.52000,-79.1818682,35.4693580
708.00000,349.49853,117.69000,-79.1835428,35.4710637
709.00000,357.09082,117.80000,-79.1845005,35.4706667
710.00000,325.35063,29.59000,-79.1835033,35.4691656
711.00000,343.69387,147.43000,-79.1901114,35.4648133
712.00000,338.78799,147.43000,-79.1888306,35.4642575
713.00000,369.73313,41.63000,-79.1919591,35.4624294
714.00000,353.73672,41.76000,-79.1936594,35.4616894
715.00000,388.24352,26.12000,-79.1895066,35.4600230
716.00000,389.22901,26.12000,-79.1893402,35.4596830
717.00000,371.93163,26.02000,-79.1875090,35.4597509
718.00000,368.02650,26.02000,-79.1872599,35.4598083
719.00000,369.70232,26.02000,-79.1875225,35.4603252
720.00000,388.06490,41.12000,-79.1891991,35.4580562
721.00000,343.22357,31.56000,-79.1861326,35.4750660
722.00000,328.01604,31.09000,-79.1835879,35.4764933
723.00000,318.42489,32.90000,-79.1819596,35.4774089
724.00000,332.08401,21.09000,-79.1809891,35.4779596
725.00000,322.61705,37.61000,-79.1830317,35.4786880
726.00000,339.68664,37.26000,-79.1822693,35.4791173
727.00000,323.85036,41.83000,-79.1847067,35.4777761
728.00000,406.42104,30.87000,-79.1892098,35.4554203
729.00000,441.97968,43.22000,-79.1897515,35.4528333
730.00000,446.11464,32.16000,-79.1900328,35.4519048
731.00000,451.38329,32.16000,-79.1900140,35.4506574
732.00000,450.00123,32.16000,-79.1889800,35.4507825
733.00000,436.18466,43.23000,-79.1880709,35.4508100
734.00000,405.08600,42.62000,-79.1901265,35.4557916
735.00000,408.39393,42.63000,-79.1901733,35.4556086
736.00000,417.03877,42.77000,-79.1904533,35.4550955
737.00000,418.33794,43.35000,-79.1904397,35.4547547
738.00000,413.55446,43.35000,-79.1899258,35.4545485
739.00000,421.60559,43.23000,-79.1915429,35.4543503
740.00000,412.30026,32.16000,-79.1930072,35.4543503
741.00000,427.39646,32.18000,-79.1926170,35.4531811
742.00000,419.45526,32.18000,-79.1938340,35.4525638
743.00000,395.22138,45.91000,-79.1952621,35.4522222
744.00000,391.08618,45.91000,-79.1949247,35.4513781
745.00000,404.74448,45.91000,-79.1939785,35.4503338
746.00000,382.93154,45.91000,-79.1950581,35.4499002
747.00000,374.00497,46.44000,-79.1960391,35.4509597
748.00000,377.71706,46.44000,-79.1963654,35.4520487
749.00000,377.46538,36.19000,-79.1965990,35.4529773
750.00000,372.67438,36.19000,-79.1969426,35.4544631
751.00000,360.85033,36.19000,-79.1976476,35.4547052
752.00000,366.91998,36.19000,-79.1968645,35.4549127
753.00000,383.00601,36.19000,-79.1957093,35.4545501
754.00000,386.35207,36.19000,-79.1956935,35.4541441
755.00000,398.96467,32.18000,-79.1944794,35.4542514
756.00000,409.29335,32.18000,-79.1941520,35.4534856
757.00000,394.88723,36.19000,-79.1955639,35.4533175
758.00000,401.09648,45.91000,-79.1936246,35.4479037
759.00000,415.36366,45.91000,-79.1928946,35.4485450
760.00000,420.52567,32.18000,-79.1919072,35.4491241
761.00000,419.70492,45.91000,-79.1930980,35.4499329
762.00000,396.41078,43.23000,-79.1936837,35.4554181
763.00000,413.08012,43.22000,-79.1921549,35.4552223
764.00000,411.27477,42.63000,-79.1920616,35.4557701
765.00000,374.87287,36.19000,-79.1958279,35.4551531
766.00000,354.48672,36.19000,-79.1973131,35.4558883
767.00000,383.24740,43.23000,-79.1945071,35.4558950
768.00000,381.71212,36.19000,-79.1955601,35.4565619
769.00000,408.16339,42.62000,-79.1924187,35.4565164
770.00000,403.66600,42.62000,-79.1915270,35.4565499
771.00000,398.04176,42.62000,-79.1902766,35.4563717
772.00000,395.13603,42.87000,-79.1898687,35.4567169
773.00000,377.39539,42.87000,-79.1902737,35.4578478
774.00000,318.53341,44.86000,-79.2019216,35.4675827
775.00000,305.14092,44.87000,-79.1996567,35.4660744
776.00000,336.20263,41.77000,-79.1952993,35.4611062
777.00000,339.82946,41.77000,-79.1966367,35.4605551
778.00000,341.96899,42.56000,-79.2018734,35.4609959
779.00000,343.81305,42.56000,-79.2017938,35.4598840
780.00000,333.82275,42.56000,-79.2001212,35.4581950
781.00000,321.90218,42.56000,-79.1997073,35.4595112
782.00000,347.49378,42.56000,-79.2022166,35.4597582
783.00000,376.21245,42.13000,-79.2058715,35.4599731
784.00000,438.30565,36.19000,-79.2041237,35.4515436
785.00000,472.11107,58.57000,-79.2093505,35.4492601
786.00000,476.46824,59.79000,-79.2108329,35.4485457
787.00000,480.51425,59.79000,-79.2119688,35.4478522
788.00000,359.17001,29.06000,-79.1964909,35.4639745
789.00000,338.65870,28.84000,-79.1973824,35.4632884
790.00000,354.95212,29.06000,-79.1962060,35.4633832
791.00000,347.33712,29.06000,-79.1973015,35.4640236
792.00000,321.22333,42.33000,-79.1981881,35.4628403
793.00000,320.26736,42.56000,-79.1977226,35.4622797
794.00000,319.77518,42.56000,-79.1982448,35.4617726
795.00000,319.71349,41.93000,-79.1984862,35.4631115
796.00000,316.00523,41.93000,-79.1988834,35.4638096
797.00000,320.83341,44.89000,-79.1982794,35.4644119
798.00000,318.91104,44.89000,-79.1986403,35.4648503
799.00000,309.11854,41.93000,-79.1996646,35.4641761
800.00000,308.89049,44.87000,-79.1999288,35.4650198
801.00000,309.42020,44.87000,-79.1995516,35.4656001
802.00000,316.50214,44.89000,-79.1990412,35.4654088
803.00000,294.56203,32.30000,-79.1993277,35.4711974
804.00000,326.94536,44.38000,-79.2001711,35.4725736
805.00000,327.12919,32.30000,-79.2003100,35.4717873
806.00000,321.55750,44.38000,-79.1998373,35.4735523
807.00000,310.82405,44.38000,-79.1990116,35.4747091
808.00000,306.15228,44.38000,-79.1992212,35.4735139
809.00000,306.56036,42.05000,-79.1974209,35.4724997
810.00000,319.13842,32.30000,-79.1963170,35.4687981
811.00000,311.56898,42.03000,-79.1964113,35.4698229
812.00000,299.74530,56.68000,-79.1918947,35.4722766
813.00000,290.25500,61.41000,-79.1930760,35.4722494
814.00000,307.49317,56.68000,-79.1916855,35.4729242
815.00000,324.15037,74.63000,-79.1925135,35.4743724
816.00000,315.21308,75.02000,-79.1919583,35.4762423
817.00000,308.32107,56.53000,-79.1954537,35.4759494
818.00000,335.87697,56.30000,-79.1905383,35.4758487
819.00000,338.01461,55.75000,-79.1891552,35.4755035
820.00000,380.63316,54.93000,-79.1897165,35.4735633
821.00000,345.16638,56.30000,-79.1908854,35.4745389
822.00000,337.83978,75.03000,-79.1902315,35.4771755
823.00000,306.14388,46.03000,-79.1893134,35.4795929
824.00000,354.11371,65.45000,-79.1923824,35.4786439
825.00000,289.30815,42.96000,-79.1878218,35.4796215
826.00000,321.74482,40.36000,-79.1838988,35.4794699
827.00000,319.28590,41.87000,-79.1864431,35.4780856
828.00000,297.86178,42.75000,-79.1881959,35.4806344
829.00000,305.27969,42.39000,-79.1872672,35.4805166
830.00000,312.02609,41.46000,-79.1859199,35.4801669
831.00000,324.72435,40.86000,-79.1845330,35.4804592
832.00000,314.63166,49.70000,-79.1861005,35.4820986
833.00000,332.18828,49.61000,-79.1864996,35.4827861
834.00000,329.69892,49.58000,-79.1879380,35.4820944
835.00000,307.66598,49.86000,-79.1890120,35.4813443
836.00000,303.28850,49.86000,-79.1892811,35.4813375
837.00000,314.15711,50.55000,-79.1915724,35.4802460
838.00000,338.33854,54.33000,-79.1942570,35.4802396
839.00000,319.94370,54.33000,-79.1933375,35.4812203
840.00000,295.53023,75.09000,-79.1919714,35.4817634
841.00000,302.14832,76.67000,-79.1938383,35.4824369
842.00000,301.96531,76.44000,-79.1960146,35.4830127
843.00000,357.60094,33.74000,-79.1785773,35.4632934
844.00000,353.96229,24.71000,-79.1790076,35.4615675
845.00000,378.54257,25.11000,-79.1758492,35.4611899
846.00000,375.17343,25.11000,-79.1756991,35.4617045
847.00000,376.20846,25.00000,-79.1738549,35.4615101
848.00000,354.86162,31.02000,-79.1819292,35.4686548
849.00000,342.06243,21.16000,-79.1794748,35.4789186
850.00000,350.07311,21.41000,-79.1799705,35.4795127
851.00000,340.70275,40.59000,-79.1833613,35.4834383
852.00000,335.17051,76.82000,-79.1847322,35.4850621
853.00000,335.90058,76.51000,-79.1841003,35.4864585
854.00000,334.31988,97.47000,-79.1842038,35.4865934
855.00000,342.91649,64.97000,-79.1855366,35.4856224
856.00000,358.97938,65.11000,-79.1868561,35.4849102
857.00000,345.96244,68.97000,-79.1899670,35.4859966
858.00000,326.99727,45.10000,-79.1929677,35.4880487
859.00000,303.68817,62.54000,-79.1929350,35.4889388
860.00000,348.59762,62.55000,-79.1935211,35.4872587
861.00000,315.66081,62.54000,-79.1932195,35.4886090
862.00000,309.48170,62.63000,-79.1937577,35.4894031
863.00000,314.12847,65.84000,-79.1959150,35.4893803
864.00000,318.68132,65.84000,-79.1962597,35.4884524
865.00000,345.34329,76.99000,-79.1853883,35.4847033
866.00000,346.64142,70.74000,-79.1864134,35.4841149
867.00000,341.56926,77.17000,-79.1872898,35.4834732
868.00000,346.10579,71.88000,-79.1878133,35.4843217
869.00000,325.07121,49.58000,-79.1886100,35.4827536
870.00000,306.27880,49.86000,-79.1899210,35.4820076
871.00000,300.82379,49.86000,-79.1907934,35.4815229
872.00000,305.06713,73.14000,-79.1905563,35.4828301
873.00000,336.34052,70.69000,-79.1885788,35.4839385
874.00000,322.15216,71.46000,-79.1893094,35.4843275
875.00000,313.36309,73.49000,-79.1909818,35.4838155
876.00000,292.97197,75.09000,-79.1919319,35.4826714
877.00000,301.86984,76.61000,-79.1917676,35.4839134
878.00000,322.64437,76.71000,-79.1920663,35.4854533
879.00000,313.86997,70.22000,-79.1906591,35.4847408
880.00000,316.10716,76.69000,-79.1932284,35.4859215
881.00000,329.29834,76.44000,-79.1934008,35.4848312
882.00000,295.31545,76.67000,-79.1928112,35.4832965
883.00000,309.41311,65.85000,-79.1954199,35.4864161
884.00000,298.28530,76.44000,-79.1953978,35.4851898
885.00000,291.72808,76.44000,-79.1946804,35.4836469
886.00000,335.11394,39.53000,-79.1830571,35.4803959
887.00000,350.65611,37.85000,-79.1817550,35.4812774
888.00000,356.12082,20.50000,-79.1807218,35.4799901
889.00000,358.71401,24.38000,-79.1822198,35.4817583
890.00000,333.89118,42.39000,-79.1836331,35.4810217
891.00000,356.73415,24.98000,-79.1828695,35.4825523
892.00000,324.18545,41.22000,-79.1846388,35.4822171
893.00000,323.85476,41.42000,-79.1855314,35.4833200
894.00000,325.81376,55.06000,-79.1841968,35.4840515
895.00000,350.42656,76.69000,-79.1833791,35.4856621
896.00000,349.16975,37.77000,-79.1827174,35.4848757
897.00000,356.44039,96.61000,-79.1825937,35.4849766
898.00000,340.68431,37.39000,-79.1815069,35.4833301
899.00000,356.07866,37.48000,-79.1807815,35.4824302
900.00000,351.76798,20.53000,-79.1801457,35.4820010
901.00000,364.38683,21.55000,-79.1790379,35.4806845
902.00000,368.05283,21.09000,-79.1786828,35.4802636
903.00000,362.13247,20.56000,-79.1783289,35.4794574
904.00000,363.86359,20.48000,-79.1775015,35.4788589
905.00000,354.52531,21.18000,-79.1767077,35.4773814
906.00000,363.97934,20.38000,-79.1768482,35.4792330
907.00000,368.93392,20.05000,-79.1770928,35.4799199
908.00000,355.06293,31.77000,-79.1782587,35.4716685
909.00000,358.47062,43.34000,-79.1791790,35.4722747
910.00000,354.63608,38.76000,-79.1788764,35.4733609
911.00000,333.66227,25.54000,-79.1776732,35.4732345
912.00000,361.34569,28.81000,-79.1771382,35.4686724
913.00000,389.77618,27.63000,-79.1742971,35.4696845
914.00000,386.61259,26.55000,-79.1748488,35.4691741
915.00000,379.60116,24.12000,-79.1734213,35.4690825
916.00000,366.89585,23.44000,-79.1722947,35.4689863
917.00000,358.07155,23.86000,-79.1722792,35.4700659
918.00000,360.08976,23.09000,-79.1711238,35.4692361
919.00000,327.34862,24.99000,-79.1773472,35.4742688
920.00000,335.70878,21.62000,-79.1775388,35.4757099
921.00000,336.12729,21.39000,-79.1766407,35.4756740
922.00000,357.20551,21.08000,-79.1766900,35.4767944
923.00000,352.21994,21.24000,-79.1778456,35.4766872
924.00000,357.42350,18.41000,-79.1759456,35.4804675
925.00000,352.31748,18.24000,-79.1744747,35.4807660
926.00000,376.07308,17.13000,-79.1714911,35.4814676
927.00000,391.40702,18.58000,-79.1700159,35.4818576
928.00000,403.27122,18.38000,-79.1685426,35.4821791
929.00000,397.54034,17.85000,-79.1670040,35.4824762
930.00000,395.86953,17.28000,-79.1660084,35.4826482
931.00000,395.24704,41.97000,-79.1645170,35.4828948
932.00000,406.70707,41.13000,-79.1630489,35.4832303
933.00000,410.64442,17.31000,-79.1615761,35.4836414
934.00000,443.27653,18.02000,-79.1600480,35.4849190
935.00000,421.80974,16.25000,-79.1621132,35.4847506
936.00000,423.44778,16.91000,-79.1636262,35.4844598
937.00000,407.99691,18.04000,-79.1651188,35.4841835
938.00000,399.00327,16.86000,-79.1665588,35.4837043
939.00000,403.63758,17.22000,-79.1675957,35.4836976
940.00000,397.57766,17.71000,-79.1688792,35.4832746
941.00000,378.85681,16.42000,-79.1704006,35.4832085
942.00000,384.96092,16.51000,-79.1718906,35.4829302
943.00000,378.41483,16.85000,-79.1734337,35.4825858
944.00000,356.94842,17.41000,-79.1749138,35.4822921
945.00000,360.05712,17.63000,-79.1767833,35.4819391
946.00000,358.11293,19.43000,-79.1766910,35.4811796
947.00000,363.23208,20.41000,-79.1780016,35.4812589
948.00000,350.24393,17.54000,-79.1752942,35.4834165
949.00000,340.75213,17.44000,-79.1756531,35.4846745
950.00000,344.62659,16.38000,-79.1749848,35.4880136
951.00000,377.48552,16.91000,-79.1745546,35.4871447
952.00000,356.15017,16.78000,-79.1752553,35.4859282
953.00000,376.15901,16.47000,-79.1731723,35.4863392
954.00000,381.38921,16.36000,-79.1716318,35.4866278
955.00000,390.59025,16.54000,-79.1700793,35.4869332
956.00000,399.01048,17.03000,-79.1695117,35.4858814
957.00000,388.87653,16.82000,-79.1682668,35.4861092
958.00000,399.93299,16.47000,-79.1669549,35.4864032
959.00000,397.82694,15.68000,-79.1657867,35.4866403
960.00000,412.10363,15.95000,-79.1643306,35.4869258
961.00000,428.62768,15.70000,-79.1627930,35.4871379
962.00000,438.55440,16.01000,-79.1623834,35.4858888
963.00000,445.65352,15.87000,-79.1614534,35.4862217
964.00000,448.39446,15.59000,-79.1609218,35.4861822
965.00000,435.32022,15.11000,-79.1611387,35.4879309
966.00000,428.47610,17.36000,-79.1608943,35.4884720
967.00000,410.18239,17.00000,-79.1588861,35.4902555
968.00000,388.77545,14.14000,-79.1538446,35.4925837
969.00000,422.81306,15.61000,-79.1653949,35.4852985
970.00000,410.90238,16.85000,-79.1669943,35.4852268
971.00000,363.99164,16.86000,-79.1725142,35.4841531
972.00000,358.62160,17.39000,-79.1738223,35.4839152
973.00000,393.52226,16.25000,-79.1711439,35.4855825
974.00000,382.85311,16.73000,-79.1704990,35.4882978
975.00000,362.23426,16.73000,-79.1714752,35.4880962
976.00000,386.31559,16.05000,-79.1706846,35.4887334
977.00000,361.24546,16.41000,-79.1755235,35.4889018
978.00000,368.69484,16.30000,-79.1743345,35.4904383
979.00000,366.00560,16.29000,-79.1739526,35.4891328
980.00000,367.35791,16.33000,-79.1793553,35.4881262
981.00000,370.31904,20.44000,-79.1796218,35.4868851
982.00000,362.67022,25.22000,-79.1792646,35.4856957
983.00000,372.41101,40.67000,-79.1787764,35.4842816
984.00000,370.29414,18.93000,-79.1780985,35.4831955
985.00000,364.60257,19.83000,-79.1788087,35.4819649
986.00000,366.27432,20.03000,-79.1794101,35.4826296
987.00000,352.90055,20.30000,-79.1800036,35.4833956
988.00000,354.24689,39.47000,-79.1816070,35.4852399
989.00000,354.75629,25.22000,-79.1806442,35.4854023
990.00000,355.02086,16.64000,-79.1817166,35.4874601
